Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Carex aurea,Nutt.,,golden sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex aurea,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-25,ldietzchiasson,https://www.inaturalist.org/observations/31997726,,76017,VAS
Carex bolanderi,Olney,,Bolander's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex bolanderi,,,,native,S5 (2019),,reported,unobserved,1953-08-04,Mason W. R. M.,Moscow State University,MW0572007,,,,,,76018,VAS
Carex canescens,L.,,hoary sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex canescens,,,,native,S5 (2006),,confirmed,observed,1938-07-01,John W. Eastham,UBC,V13604,,2019-06-13,citizen1,https://www.inaturalist.org/observations/27254184,UBC:   Hollyburn Plateau,76023,VAS
Carex circinata,C.A. Mey.,,coiled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex circinata,,,,native,S5 (2015),,reported,unobserved,1969-09-05,Thomas C. Brayshaw,UBC,V215338,,,,,UBC:   NW end Garibaldi Lake,159912,VAS
Carex deweyana,Schwein,,short-scale sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex deweyana,,,,native,S5,,new 2021,observed,,,,,,2021-06-20,Judith Holm,https://www.inaturalist.org/observations/84447378,iNat: needs i.d.,143684,VAS
Carex echinata,Murray,,star sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex echinata,,,,native,S5 (2020),,new 2020,observed,,,,,,2020-05-31,Ben Keen,https://www.inaturalist.org/observations/48057493,,76035,VAS
Carex engelmannii,L.H. Bailey,,Engelmann's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex engelmannii,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,159946,VAS
Carex exsiccata,L.H. Bailey,,western inflated sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex exsiccata,,,,native,S5 (2015),,reported,unobserved,1960-06-07,L. Orloci,UBC,V90696,,,,,"UBC:  oxbows, Squamish floodplain",76036,VAS
Carex feta,L.H. Bailey,,green-sheathed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex feta,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,76037,VAS
Carex foenea,Willd.,,straw sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex foenea,,,,native,S5,,reported,unobserved,1975-08-04,Vladimir J. Krajina,UBC,V205854,,,,,UBC:  Garibaldi PLP below Warren Glacier,204268,VAS
Carex garberi,Fernald,,elk sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex garberi,,,,native,S5 (2015),,reported,unobserved,1965-07-20,B. Fraser,UBC,V161042,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,159956,VAS
Carex hendersonii,L.H. Bailey,,Henderson's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex hendersonii,,,,native,S5 (2015),,reported,unobserved,2015-05-30,Frank Lomer,UBC,V246596,,,,,UBC:  West Vancouver opposite 6260 St. Georges Avenue,76048,VAS
Carex illota,L.H. Bailey,,sheep sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex illota,,,,native,S5 (2015),,reported,unobserved,1969-09-03,T. Christopher Brayshaw,RBCM,V055042,,,,,RBCM:  Garibaldi PP Black Tusk Lake,76053,VAS
Carex kelloggii var. kelloggii,W.Boott,,lagoon sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex kelloggii,,,kelloggii,native,S5 (2019),,confirmed,observed,1969-09-23,T. Christopher Brayshaw,RBCM,V055041,,2017-07-30,Judith Holm,https://www.inaturalist.org/observations/7359483,Reported as Carex lenticularis var. lipocarpa by T. Christopher Brayshaw (RBCM: V055041),1091404,VAS
Carex kelloggii var. limnophila,W.Boott,(Holm) B.L.Wilson & R.E.Brainerd,lakeshore sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex kelloggii,,,limnophila,native,S4S5 (2015),,reported,unobserved,1969-09-05,T. Christopher Brayshaw,RBCM,V055038,,,,,RBCM:  Garibaldi PP Barrier Lake. aka C. hindsii,80516,VAS
Carex laeviculmis,Meinsh.,,smooth-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex laeviculmis,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-06-10,Judith Holm,https://www.inaturalist.org/observations/13346264,,76062,VAS
Carex lenticularis var. dolia,Michx.,(M.E.Jones) L.A.Standl.,goose-grass sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex lenticularis,,,dolia,native,S5? (2015),,confirmed,observed,1969-09-03,T. Christopher Brayshaw,RBCM,V055043,,2018-09-25,Judith Holm,https://www.inaturalist.org/observations/17053747,Reported as Carex plectocarpa by T. Christopher Brayshaw (RBCM: V055043),239791,VAS
Carex leporina,L.,,oval sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex leporina,,,,native,S5 (2015),,reported,unobserved,1968-06-15,V. Bednar,UBC,V134552,,,,,UBC:  lakeshore near Squamish,76067,VAS
Carex leptopoda,Mack.,,short-scaled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex leptopoda,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,76070,VAS
Carex livida,(Wahlenb.) Willd.,,livid sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex livida,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-10,randrudland,https://www.inaturalist.org/observations/86513438,iNat: needs i.d.,76072,VAS
Carex longii,Mack.,,green-and-white sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex longii,,,,exotic,SNA (2012),,reported,unobserved,2004-07-25,Frank Lomer,UBC,V230059,,,,,UBC:  Bowen Island NW shore,76073,VAS
Carex luzulina var. ablata,Olney,(L.H.Bailey) F.J.Herm.,woodrush sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex luzulina,,,ablata,native,SNA (2012),,reported,unobserved,1995-07-16,Gerald B. Straley,UBC,V210446,,,,,UBC:  Cypress Bowl ski area lower parking lot along power line trail (to species level),76075,VAS
Carex lyngbyei,Hornem.,,Lyngbye's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex lyngbyei,,,,native,S5 (2015),,confirmed,observed,1912-07-14,John Davidson,UBC,V42657,,2015-05-14,Judith Holm,https://www.inaturalist.org/observations/10496008,,76076,VAS
Carex macloviana,d'Urv.,,falkland island sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex macloviana,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-07-02,Judith Holm,https://www.inaturalist.org/observations/28253324,iNat: needs i.d.,160005,VAS
Carex macrocephala,Willd. ex Spreng.,,large-headed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex macrocephala,,,,native,S4 (2015),,new 2015,observed,,,,,,2015-05-31,Judith Holm,http://www.inaturalist.org/observations/4367519,,160006,VAS
Carex macrochaeta,C.A. Mey.,,Alaska large awn sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex macrochaeta,,,,native,S5 (2015),,confirmed,observed,1973-08-27,Vladimir J. Krajina,RBCM,V146392B,,2018-07-03,Judith Holm,https://www.inaturalist.org/observations/14267479,iNat: needs i.d.,160007,VAS
Carex magellanica ssp. irrigua,Lam.,(Wahlenb.) Hiitonen,boreal bog sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex magellanica,,irrigua,,native,S5 (2015),,confirmed,observed,2006-07-14,Terry Taylor,UBC,V222934,,2019-07-01,Judith Holm,https://www.inaturalist.org/observations/28255159,UBC:  small wetland in Squamish. LGL record is to species,199300,VAS
Carex mertensii,Prescott ex Bong.,,Mertens' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex mertensii,,,,native,S5 (2015),,confirmed,observed,1913-08-07,John Davidson,UBC,V42545,,2017-07-30,Judith Holm,https://www.inaturalist.org/observations/7360860,,76078,VAS
Carex micropoda,Wahlenb.,,Pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex micropoda,,,,native,S5 (2015),,reported,unobserved,1965-07-22,B. Fraser,UBC,V161040,,,,,UBC:  herbarium record C. pyrenaica,520225,VAS
Carex microptera,Mack.,,small-winged sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex microptera,,,,native,S5 (2015),,reported,unobserved,1957-09-11,Vernon C. Brink,UBC,V210609,,,,,UBC:  Garibaldi PP near Warren Glacier,76079,VAS
Carex nardina,Fr.,,nard sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex nardina,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-22,Judith Holm,https://www.inaturalist.org/observations/57459094,iNat: needs i.d.,160034,VAS
Carex nigricans,C.A. Mey,,black alpine sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex nigricans,,,,native,S5 (2015),,confirmed,observed,1969-09-03,Thomas C. Brayshaw,UBC,V215353,,2019-07-13,northvandad,https://www.inaturalist.org/observations/28918630,UBC:   between Black Tusk and Helm Lake,76084,VAS
Carex obnupta,L.H. Bailey,,slough sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex obnupta,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-12-28,Ben Keen,https://www.inaturalist.org/observations/37048702,,61000,VAS
Carex oederi,Retz.,,pill sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex oederi,,,,exotic,unlisted,,reported,unobserved,1991-08-15,Frank Lomer,UBC,V203880,,,,,,1409518,VAS
Carex pachystachya,Cham. ex Steud.,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex pachystachya,,,,native,S5,,reported,unobserved,1969-09-04,Thomas C. Brayshaw,UBC,V215399,,,,,,76089,VAS
Carex pauciflora,Lightf.,,few-flowered sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex pauciflora,,,,native,S5 (2000),,new 2019,observed,,,,,,2019-07-01,Judith Holm,https://www.inaturalist.org/observations/28058975,UBC:  NW end Garibaldi Lake,62577,VAS
Carex pendula,Huds,,hanging sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex pendula,,,,exotic,SNA (2013),,reported,unobserved,2000-05-03,Terry Taylor,UBC,V226430,,,,,UBC:  Horseshoe Bay Marine Dr beside electrical substation,49365,VAS
Carex phaeocephala,Piper,,dunhead,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex phaeocephala,,,,native,S5,,reported,unobserved,1969-09-03,Thomas C. Brayshaw,UBC,V215394,,,,,UBC:  Garibaldi PP Black Tusk Meadows,76093,VAS
Carex preslii,Steud.,,presl's sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex preslii,,,,native,S5,,reported,unobserved,2007-08-20,Hans Roemer,RBCM,V199077,,,,,RBCM:  Brandywine Falls PP,76096,VAS
Carex pyrenaica,wahlenb.,,pyrenean sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex pyrenaica,,,,native,S5 (2015),,reported,unobserved,,,,,,,,,,160078,VAS
Carex rossii,Boott,,ross' sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex rossii,,,,native,S5,,reported,unobserved,1967-08-21,V. Bednar,UBC,V161039,,,,,UBC:  Garibaldi PP Sentinel Gl foreland,76099,VAS
Carex saxatilis,L.,,russet sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex saxatilis,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-27,cgbc,https://www.inaturalist.org/observations/92745265,,160096,VAS
Carex scirpoidea,Michaux,,canadian single-spike sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex scirpoidea,,,,native,S4 (2000),,new 2013,observed,,,,,,2013-09-08,Judith Holm,https://www.inaturalist.org/observations/32725312,iNat: needs i.d.,234898,VAS
Carex spectabilis,Dewey,,showy sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex spectabilis,,,,native,S5,,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,V150066,,2017-09-26,Judith Holm,https://www.inaturalist.org/observations/8274051,iNat: needs i.d.,76111,VAS
Carex stipata,Muhl. ex Willd,,awl-fruited sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex stipata,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-04,rworcest,https://www.inaturalist.org/observations/81651055,iNat: needs i.d.,76114,VAS
Carex stylosa,C.A. Mey.,,long-styled sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex stylosa,,,,native,S5,,confirmed,observed,1941-09-06,John W. Eastham,UBC,V15079,,2021-08-27,cgbc,https://www.inaturalist.org/observations/92745268,UBC:  Hollyburn Plateau,160115,VAS
Carex viridula ssp. viridula,Michx.,,little green sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex viridula,,viridula,,native,S5 (2019),,confirmed,observed,1991-08-15,Frank Lomer,UBC,V203880,,2017-06-24,Judith Holm,https://www.inaturalist.org/observations/6798800,sole subp of C. viridula recorded in BC,79679,VAS
Carex zikae,E.H. Roalson & M.J. Waterway,,short-stemmed sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Carex,Carex zikae,,,,native,S4,,reported,unobserved,1981-06-01,Adolf Ceska,RBCM,V191463,,,,,RBCM:  Grantham's Landing Witherby Pt (bet Gibsons & Langdale),494316,VAS
Dulichium arundinaceum,(L.) Britton,,three-way sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Dulichium,Dulichium arundinaceum,,,,native,S5,,confirmed,observed,1940-08-06,John W. Eastham,UBC,V15274,,2018-09-06,Ben Keen,https://www.inaturalist.org/observations/16276536,,76745,VAS
Eleocharis mamillata ssp. mamillata,(H.Lindb.) H.Lindb.,,nipple spike-rush ,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eleocharis,Eleocharis mamillata,,mamillata,,native,S5 (2019),,new 2016,unobserved,2016-09-13,"Frank Lomer, Su-hui Lomer",UBC,V251379,,,,,,235769,VAS
Eleocharis obtusa,(Willd.) Schult.,,blunt spikerush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eleocharis,Eleocharis obtusa,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-21,Ben Keen,https://www.inaturalist.org/observations/31272142,iNat: needs i.d.,76779,VAS
Eleocharis palustris,(L.) Roem. & Schult.,,common spike-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eleocharis,Eleocharis palustris,,,,native,S5 (2015),,confirmed,observed,1980-01-01,,RBCM,V199574,,2015-06-10,Judith Holm,https://www.inaturalist.org/observations/4377850,,76782,VAS
Eleocharis uniglumis,(Link) Schult.,,creeping spike-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eleocharis,Eleocharis uniglumis,,,,native,S4S5 (2019),,new 2018,unobserved,2018-07-14,Frank Lomer,UBC,V252988,,,,,,162264,VAS
Eriophorum angustifolium,Honck.,,common cotton-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eriophorum,Eriophorum angustifolium,,,,native,S5 (2015),,confirmed,observed,1961-07-30,E.B.Peterson,UBC,V206756,,2017-07-30,Judith Holm,https://www.inaturalist.org/observations/7359571,,127215,VAS
Eriophorum chamissonis,C.A.Mey.,,Chamisso's cotton-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Eriophorum,Eriophorum chamissonis,,,,native,S5 (2020),,new 2016,observed,,,,,,2016-08-06,Derek Killby,https://www.inaturalist.org/observations/20468328,,162678,VAS
Isolepis cernua,(Vahl) Roem. & Schult.,,slender clubrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Isolepis,Isolepis cernua,,,,native,S5 (2001),,new 2018,observed,,,,,,2018-09-07,Judith Holm,https://www.inaturalist.org/observations/16359415,,60257,VAS
Rhynchospora alba,(L.) Vahl,,white beak-sedge,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Rhynchospora,Rhynchospora alba,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-28,chloe_and_trevor,https://www.inaturalist.org/observations/93952099,,57862,VAS
Schoenoplectus acutus,(Muhl. ex. Bigelow) A. Löve & D. Löve,,hardstem bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,Schoenoplectus acutus,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-08-07,Judith Holm,https://www.inaturalist.org/observations/8099262,,59205,VAS
Schoenoplectus pungens,(Vahl) Palla,,common threesquare,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,Schoenoplectus pungens,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,59072,VAS
Schoenoplectus subterminalis,(Torr.) Soják,,water bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,Schoenoplectus subterminalis,,,,native,S4 (2015),,reported,unobserved,2004-07-25,Frank Lomer,UBC,V230060,,,,,UBC:  Bowen Island SW shore of Killarney Lake,78997,VAS
Schoenoplectus tabernaemontani,(C.C. Gmel.) Palla,,soft-stemmed bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Schoenoplectus,Schoenoplectus tabernaemontani,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-07-15,Judith Holm,http://www.inaturalist.org/observations/4484903,,78998,VAS
Scirpus microcarpus,J. Presl & C. Presl.,,panicled bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Scirpus,Scirpus microcarpus,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-05-18,Judith Holm,http://www.inaturalist.org/observations/4484970,,59068,VAS
Trichophorum cespitosum,(L.) Hartm.,,tufted bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Trichophorum,Trichophorum cespitosum,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-06-20,raduscurtescu,https://www.inaturalist.org/observations/83896302,iNat: needs i.d.,204169,VAS
Juncus acuminatus,Michx.,,tapered rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus acuminatus,,,,native,S4 (2001),,reported,unobserved,1940-08-07,John W. Eastham,RBCM,V013462,,,,,RBCM:  Bowen Island Killarney Lake,77549,VAS
Juncus alpinoarticulatus,chaix,,northern green rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus alpinoarticulatus,,,,native,S4S5,,reported,unobserved,,,,,,,,,,164252,VAS
Juncus arcticus ssp. alaskanus,Willd.,Hultén,arctic rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus arcticus,,alaskanus,,native,S5 (2019),,new 2022,observed,,,,,,2022-08-06,Nina Hewitt,https://www.inaturalist.org/observations/130060780,,236555,VAS
Juncus articulatus,L.,,jointed rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus articulatus,,,,native,S5 (2019),,confirmed,observed,1943-09-05,,RBCM,V016468,,2020-06-02,Ben Keen,https://www.inaturalist.org/observations/48302840,RBCM:  West Vancouver,77552,VAS
Juncus balticus,Willd.,,Baltic rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus balticus,,,,native,S5 (2015),,new 2015,observed,,,,,,2015-05-20,Judith Holm,http://www.inaturalist.org/observations/4390183,,58347,VAS
Juncus bufonius,L.,,toad rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus bufonius,,,,native,S5 (2020),,new 2020,observed,,,,,,2020-06-29,Ben Keen,https://www.inaturalist.org/observations/51420585,,57107,VAS
Juncus bulbosus,L.,,bulbous rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus bulbosus,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-28,John D Reynolds,https://www.inaturalist.org/observations/92964737,,132323,VAS
Juncus canadensis,J.Gay ex Laharpe,,Canadian rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus canadensis,,,,exotic,SNA (2019),,new 2016,unobserved,2016-09-13,Frank Lomer,UBC,V251378,,,,,,84146,VAS
