Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Porella cordaeana,(Huebener) Moore,,cliff scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,,Porella,native,S5? (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield & Frank M. Boas,UBC,B119899,,2019-01-20,Andrew Simon,https://www.inaturalist.org/observations/19775494,,67839,BRY
Porella navicularis,(Lehm. & Lindenb.) Pfeiff.,,tree ruffle liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Porellaceae,,,Porella,native,S5,confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575121,,55255,BRY
Ptilidium californicum,(Austin) Underw.,,Pacific fuzzwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Ptilidiaceae,,,Ptilidium,native,S5? (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B65612,,,,,S Strait of George; base of “Quadra” Hill,129002,BRY
Diplophyllum obtusifolium,(Hook.) Dumort.,,blunt-leaved earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Diplophyllum,unlisted,unlisted,reported,unobserved,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B90626,,,,,Sturdies Bay; Soil over root in dry woods,56507,BRY
Scapania americana,K. Müller,,American earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Scapania,unlisted,unlisted,confirmed,observed,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B92060,,2018-02-16,Andrew Simon,https://www.inaturalist.org/observations/13795634,,168492,BRY
Scapania bolanderi,Austin,,yellow-ladle earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Scapania,native,S5 (2015),confirmed,observed,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B92346,,2017-03-10,Andrew Simon,https://www.inaturalist.org/observations/5280802,,123692,BRY
Scapania undulata,(L.) Dumort.,,water earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Scapaniaceae,,,Scapania,unlisted,unlisted,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B93951,,2019-05-04,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/24653183,,123973,BRY
Pellia neesiana,(Gottsche) Limpr.,,ring pellia,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Pelliales,,,Pelliaceae,,,Pellia,native,S4 (2021),new 2017,observed,,,,,,2017-05-27,Alexander J. Wright,https://www.inaturalist.org/observations/6411241,,56461,BRY
Frullania californica,(Austin ex Underw.) A. Evans,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Frullaniaceae,,,Frullania,native,S3 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B121820,,,,,Lot 89; streamlet and seabench,56520,BRY
Frullania sp.,,,,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Frullaniaceae,,,Frullania,,,new 2020,observed,,,,,,2020-07-13,Andrew Simon,https://www.inaturalist.org/observations/53064708,,56519,BRY
Frullania tamarisci ssp. nisquallensis,(Sull.) S.Hatt.,,hanging millipede liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Frullaniaceae,,,Frullania,native,S5 (2015),reported,unobserved,1974-04-21,Judith D. Godfrey,UBC,B16217,,,,,"Sturdies Bay; soil bank on road near bay, open to NE; Salamanca Point, sea cliff face",236079,BRY
Radula complanata,(L.) Dumort.,,flat-leaved scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,Radulaceae,,,Radula,native,S4 (2021),new 2020,observed,,,,,,2020-07-13,Andrew Simon,https://www.inaturalist.org/observations/53064686,,67842,BRY
Mannia gracilis,(F. Weber) D. B. Schill & D.G. Long,,thin starwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Rebouliaceae,,,Mannia,native,S4 (2021),new 2021,observed,,,,,,2021-04-15,Andrew Simon,https://www.inaturalist.org/observations/74104784,,818550,BRY
Riccia beyrichiana,Hampe ex Lehm.,,crystalwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Ricciaceae,,,Riccia,native,S2S3 (2015),confirmed,observed,1981-04-02,Wilfred B. Schofield,UBC,B23945,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/79240744,near Sturdies Bay,56409,BRY
Riccia fluitans,L.,,floating crystalwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Ricciaceae,,,Riccia,unlisted,unlisted,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2017-04-07,Judith Holm,https://www.inaturalist.org/observations/5640391,,56415,BRY
Riccia sorocarpa,Bisch.,,common crystalwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Ricciaceae,,,Riccia,native,S4S5 (2015),reported,unobserved,1981-04-02,Wilfred B. Schofield,UBC,B23943,,,,,near Sturdies Bay,56420,BRY
Ricciocarpos natans,L. (Corda),,purple-fringed Riccia,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Ricciaceae,,,Ricciocarpos,unlisted,unlisted,new 2016,observed,,,,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3672171,,56422,BRY
Targionia hypophylla,L.,,orobus-seed liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Targioniaceae,,,Targionia,native,S1S2 (2015),new 2018,observed,,,,,,2018-04-11,Ryan Batten,https://www.inaturalist.org/observations/10840176,,56289,BRY
Sphaerocarpos texanus,Austin,,Texas balloon-wort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Sphaerocarpales,,,Sphaerocarpaceae,,,Sphaerocarpos,native,S2 (2005),new 2013,observed,,,,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/5304375,,56436,BRY
