"scientificName","scientificNameAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","genus","species","variety","subspecies","hybrid","provincial_status","Prov Status Review Date","bc_list","national_status","COSEWIC Date","SARA Schedule","SARA_status","SARA Date","residencyStatus"
"Leucosticte tephrocotis","Swainson","Gray-crowned Rosy-Finch","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Fringillidae",NA,NA,"Leucosticte","tephrocotis",NA,NA,NA,"S5?B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Limnodromus griseus","Gmelin","Short-billed Dowitcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Limnodromus","griseus",NA,NA,NA,"S1S2B,S2S3M","Apr 2023","Red","Endangered","Nov 2024",NA,NA,NA,"passage migrant"
"Limnodromus scolopaceus","Say","Long-billed Dowitcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Limnodromus","scolopaceus",NA,NA,NA,"S4N,S4?M","Apr 2025","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter (rare)"
"Limosa fedoa","L.","Marbled Godwit","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Limosa","fedoa",NA,NA,NA,"S3M,S3N","Feb 2025","Blue",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Limosa haemastica","L.","Hudsonian Godwit","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Limosa","haemastica",NA,NA,NA,"S1B","Mar 2022","Red","Threatened","May 2019",NA,NA,NA,"accidental"
"Lophodytes cucullatus","L.","Hooded Merganser","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Lophodytes","cucullatus",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Loxia curvirostra","L.","Red Crossbill","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Fringillidae",NA,NA,"Loxia","curvirostra",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Loxia leucoptera","Gmelin","White-winged Crossbill","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Fringillidae",NA,NA,"Loxia","leucoptera",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Mareca americana","Gmelin","American Wigeon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Mareca","americana",NA,NA,NA,"S5B,S5N","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding?, winter"
"Mareca penelope","L.","Eurasian Wigeon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Mareca","penelope",NA,NA,NA,"SNRN","Mar 2015","Not Reviewed",NA,NA,NA,NA,NA,"passage migrant, winter"
"Mareca strepera","L.","Gadwall","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Mareca","strepera",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Megaceryle alcyon","L.","Belted Kingfisher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Coraciiformes",NA,NA,NA,"Alcedinidae","Cerylinae",NA,"Megaceryle","alcyon",NA,NA,NA,"S4S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Megascops kennicottii","Elliott","Western Screech-Owl","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Strigiformes",NA,NA,NA,"Strigidae",NA,NA,"Megascops","kennicottii",NA,NA,NA,"S4","Mar 2015","No Status","Threatened","May 2012",NA,NA,NA,"permanent"
"Melanerpes lewis","G.R. Gray","Lewis's Woodpecker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,NA,"Picidae","Picinae","Melanerpini","Melanerpes","lewis",NA,NA,NA,"S2S3B","Mar 2022","Blue","Threatened","Nov 2024","1","Threatened","Jul 2012","accidental"
"Melanitta americana","Swainson","Black Scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Melanitta","americana",NA,NA,NA,"S3S4N","Mar 2015","Blue",NA,NA,NA,NA,NA,"passage migrant, winter"
"Melanitta deglandi",NA,"White-winged Scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Melanitta","deglandi",NA,NA,NA,"S4S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Melanitta fusca","L.","Velvet Scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Melanitta","fusca",NA,NA,NA,"S4S5","2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Melanitta perspicillata","L.","Surf Scoter","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Melanitta","perspicillata",NA,NA,NA,"S3B,S4N","Mar 2015","Blue",NA,NA,NA,NA,NA,"passage migrant, winter"
"Melospiza georgiana","Latham","Swamp Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Melospiza","georgiana",NA,NA,NA,"S4S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare), winter (rare)"
"Melospiza lincolnii","Audubon","Lincoln's Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Melospiza","lincolnii",NA,NA,NA,"S5B,SNRN","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Melospiza melodia","Wilson","Song Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Melospiza","melodia",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Mergus merganser","L.","Common Merganser","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Mergus","merganser",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Mergus serrator","L.","Red-breasted Merganser","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Mergus","serrator",NA,NA,NA,"S4B,SNRN","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Mimus polyglottos","L.","Northern Mockingbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Mimidae",NA,NA,"Mimus","polyglottos",NA,NA,NA,"SNRN","Mar 2015","Not Reviewed",NA,NA,NA,NA,NA,"accidental"
"Mniotilta varia","L.","Black-and-white Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Mniotilta","varia",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Molothrus ater","Boddaert","Brown-headed Cowbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Icteridae",NA,NA,"Molothrus","ater",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding, winter (rare)"
"Myadestes townsendi","Audubon","Townsend's Solitaire","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Turdidae",NA,NA,"Myadestes","townsendi",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding, winter (rare)"
"Nannopterum auritum",NA,"Double-crested Cormorant","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Suliformes",NA,NA,NA,"Phalacrocoracidae",NA,NA,"Nannopterum","auritum",NA,NA,NA,"S3S4","Mar 2015","Blue","Not at Risk","May 1978",NA,NA,NA,"permanent (non-breeding)"
"Nucifraga columbiana","Wilson","Clark's Nutcracker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Corvidae",NA,NA,"Nucifraga","columbiana",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding?, winter"
"Numenius americanus","Bechstein","Long-billed Curlew","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Numenius","americanus",NA,NA,NA,"S4B","Mar 2022","Yellow","Threatened","May 2024","1","Special Concern","Jan 2005","accidental"
"Numenius phaeopus","L.","Eurasian Whimbrel","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Numenius","phaeopus",NA,NA,NA,"S1B,SNRM","Mar 2022","Red",NA,NA,NA,NA,NA,"passage migrant"
"Oporornis agilis","Wilson","Connecticut Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Oporornis","agilis",NA,NA,NA,"S3B","Apr 2024","Blue",NA,NA,NA,NA,NA,"accidental"
"Oreoscoptes montanus","Baird","Sage Thrasher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Mimidae",NA,NA,"Oreoscoptes","montanus",NA,NA,NA,"S1B","Mar 2022","Red","Endangered","Dec 2021","1","Endangered","Jun 2003","accidental"
"Oxyura jamaicensis","Gmelin","Ruddy Duck","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Anseriformes",NA,NA,NA,"Anatidae",NA,NA,"Oxyura","jamaicensis",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Pandion haliaetus","L.","Osprey","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Accipitriformes",NA,NA,NA,"Pandionidae",NA,NA,"Pandion","haliaetus",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Parkesia noveboracensis","Gmelin","Northern Waterthrush","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Parkesia","noveboracensis",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Passer domesticus","L.","House Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passeridae",NA,NA,"Passer","domesticus",NA,NA,NA,"SNA","Apr 2024","Exotic",NA,NA,NA,NA,NA,"introduced"
"Passerculus sandwichensis","Gmelin","Savannah Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Passerculus","sandwichensis",NA,NA,NA,"S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding, winter (rare)"
"Passerella iliaca","Merrem","Fox Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Passerella","iliaca",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Passerina amoena","Say","Lazuli Bunting","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Cardinalidae",NA,NA,"Passerina","amoena",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding (rare)"
"Passerina ciris","L.","Painted Bunting","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Cardinalidae",NA,NA,"Passerina","ciris",NA,NA,NA,"SNA","Apr 2024","Accidental",NA,NA,NA,NA,NA,"accidental"
"Passerina cyanea",NA,"Indigo Bunting","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Cardinalidae",NA,NA,"Passerina","cyanea",NA,NA,NA,"SNA","Mar 2015","Accidental",NA,NA,NA,NA,NA,"accidental"
"Patagioenas fasciata","Say","Band-tailed Pigeon","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Columbiformes",NA,NA,NA,"Columbidae",NA,NA,"Patagioenas","fasciata",NA,NA,NA,"S3S4","Mar 2022","Blue","Special Concern","May 2021","1","Special Concern","Feb 2011","breeding, winter (rare)"
"Pelecanus erythrorhynchos","Gmelin","American White Pelican","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Pelecaniformes",NA,NA,NA,"Pelecanidae",NA,NA,"Pelecanus","erythrorhynchos",NA,NA,NA,"S1B","Mar 2022","Red","Not at Risk","May 1987",NA,NA,NA,"accidental"
"Pelecanus occidentalis","L.","Brown Pelican","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Pelecaniformes",NA,NA,NA,"Pelecanidae",NA,NA,"Pelecanus","occidentalis",NA,NA,NA,"SNRM","Mar 2015","Not Reviewed",NA,NA,NA,NA,NA,"accidental"
"Perisoreus canadensis","L.","Canada Jay","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Corvidae",NA,NA,"Perisoreus","canadensis",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Petrochelidon pyrrhonota","Viellot","Cliff Swallow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Hirundinidae",NA,NA,"Petrochelidon","pyrrhonota",NA,NA,NA,"S4S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding"
"Phalaropus lobatus","L.","Red-necked Phalarope","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Phalaropus","lobatus",NA,NA,NA,"S3B,SNRM","Apr 2023","Blue","Special Concern","Nov 2014","1","Special Concern","May 2019","passage migrant (rare)"
"Phalaropus tricolor","Vieillot","Wilson's Phalarope","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Scolopacidae",NA,NA,"Phalaropus","tricolor",NA,NA,NA,"S4B","Apr 2023","Yellow",NA,NA,NA,NA,NA,"passage migrant"
"Phasianus colchicus","L.","Ring-necked Pheasant","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Galliformes",NA,NA,NA,"Phasianidae",NA,NA,"Phasianus","colchicus",NA,NA,NA,"SNA","Mar 2015","Exotic",NA,NA,NA,NA,NA,"introduced"
"Pheucticus ludovicianus","L.","Rose-breasted Grosbeak","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Cardinalidae",NA,NA,"Pheucticus","ludovicianus",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Pheucticus melanocephalus","Swainson","Black-headed Grosbeak","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Cardinalidae",NA,NA,"Pheucticus","melanocephalus",NA,NA,NA,"S5B","Mar 2016","Yellow",NA,NA,NA,NA,NA,"breeding"
"Pica hudsonia","Sabine","Black-billed Magpie","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Corvidae",NA,NA,"Pica","hudsonia",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Picoides arcticus","Swainson","Black-backed Woodpecker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,NA,"Picidae","Picinae","Melanerpini","Picoides","arcticus",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent (rare)?"
"Picoides dorsalis","Baird","American Three-toed Woodpecker","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Piciformes",NA,NA,NA,"Picidae","Picinae","Melanerpini","Picoides","dorsalis",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Pinicola enucleator carlottae","L.","Haida Gwaii Pine Grosbeak","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Fringillidae",NA,NA,"Pinicola","enucleator",NA,"Pinicola enucleator carlottae",NA,"S3","Nov 2005","Blue",NA,NA,NA,NA,NA,"breeding?, winter"
"Pipilo maculatus","Swainson","Spotted Towhee","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Pipilo","maculatus",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Piranga ludoviciana","Wilson","Western Tanager","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Cardinalidae",NA,NA,"Piranga","ludoviciana",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Plectrophenax nivalis","L.","Snow Bunting","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Calcariidae",NA,NA,"Plectrophenax","nivalis",NA,NA,NA,"S4?B,S5?N","Mar 2015","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter (rare)"
"Plegadis chihi","Vieillot","White-faced Ibis","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Pelecaniformes",NA,NA,NA,"Threskiornithidae",NA,NA,"Plegadis","chihi",NA,NA,NA,"SNA","Mar 2015","Accidental",NA,NA,NA,NA,NA,"accidental"
"Pluvialis dominica","Muller","American Golden-Plover","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Charadriidae",NA,NA,"Pluvialis","dominica",NA,NA,NA,"S3S4B","Mar 2015","Blue",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Pluvialis squatarola","L.","Black-bellied Plover","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Charadriidae",NA,NA,"Pluvialis","squatarola",NA,NA,NA,"S5N","Apr 2023","Yellow",NA,NA,NA,NA,NA,"passage migrant, winter"
"Podiceps auritus","L.","Horned Grebe","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Podicipediformes",NA,NA,NA,"Podicipedidae",NA,NA,"Podiceps","auritus",NA,NA,NA,"S4B,SNRN","Mar 2015","Yellow","Special Concern","Dec 2023","1","Special Concern",NA,"passage migrant, winter"
"Podiceps grisegena","Boddaert","Red-necked Grebe","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Podicipediformes",NA,NA,NA,"Podicipedidae",NA,NA,"Podiceps","grisegena",NA,NA,NA,"S5?B","Mar 2015","Yellow","Not at Risk","May 1982",NA,NA,NA,"passage migrant, winter"
"Podiceps nigricollis","Brehm","Eared Grebe","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Podicipediformes",NA,NA,NA,"Podicipedidae",NA,NA,"Podiceps","nigricollis",NA,NA,NA,"S3B","Mar 2015","Blue",NA,NA,NA,NA,NA,"winter (rare)"
"Podilymbus podiceps","L.","Pied-billed Grebe","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Podicipediformes",NA,NA,NA,"Podicipedidae",NA,NA,"Podilymbus","podiceps",NA,NA,NA,"S4","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Poecile atricapillus","L.","Black-capped Chickadee","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Paridae",NA,NA,"Poecile","atricapillus",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Poecile gambeli","Ridgway","Mountain Chickadee","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Paridae",NA,NA,"Poecile","gambeli",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Poecile rufescens","Townsend","Chestnut-backed Chickadee","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Paridae",NA,NA,"Poecile","rufescens",NA,NA,NA,"S5","Mar 2022","Yellow",NA,NA,NA,NA,NA,"permanent"
"Polioptila caerulea",NA,"Blue-gray Gnatcatcher","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Polioptilidae",NA,NA,"Polioptila","caerulea",NA,NA,NA,"SNA","Apr 2024","Accidental",NA,NA,NA,NA,NA,"accidental"
"Pooecetes gramineus affinis","Gmelin","Oregon Vesper Sparrow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Passerellidae",NA,NA,"Pooecetes","gramineus",NA,"Pooecetes gramineus affinis",NA,"S1B","Mar 2022","Red","Endangered","May 2018","1","Endangered","Dec 2007","accidental"
"Porzana carolina","L.","Sora","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Gruiformes",NA,NA,NA,"Rallidae",NA,NA,"Porzana","carolina",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Progne subis","L.","Purple Martin","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Hirundinidae",NA,NA,"Progne","subis",NA,NA,NA,"S3S4B","Mar 2022","Blue",NA,NA,NA,NA,NA,"breeding"
"Psaltriparus minimus","Townsend","Bushtit","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Aegithalidae",NA,NA,"Psaltriparus","minimus",NA,NA,NA,"S4B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Ptychoramphus aleuticus","Cassin","Cassin's Auklet","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Alcidae",NA,NA,"Ptychoramphus","aleuticus",NA,NA,NA,"S2B,S3N","Apr 2018","Red","Special Concern","Nov 2014","1","Special Concern","May 2019","accidental"
"Rallus limicola","Vieillot","Virginia Rail","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Gruiformes",NA,NA,NA,"Rallidae",NA,NA,"Rallus","limicola",NA,NA,NA,"S4S5","Mar 2016","Yellow",NA,NA,NA,NA,NA,"permanent"
"Recurvirostra americana","Gmelin","American Avocet","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Charadriiformes",NA,NA,NA,"Recurvirostridae",NA,NA,"Recurvirostra","americana",NA,NA,NA,"S2S3B","Apr 2023","Blue",NA,NA,NA,NA,NA,"accidental"
"Regulus satrapa","Lichtenstein","Golden-crowned Kinglet","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Regulidae",NA,NA,"Regulus","satrapa",NA,NA,NA,"S5","Mar 2015","Yellow",NA,NA,NA,NA,NA,"permanent"
"Riparia riparia","L.","Bank Swallow","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Hirundinidae",NA,NA,"Riparia","riparia",NA,NA,NA,"S4?B","Mar 2022","Yellow","Threatened","Apr 2013","1","Threatened","Nov 2017","passage migrant (rare)"
"Salpinctes obsoletus",NA,"Rock Wren","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Troglodytidae",NA,NA,"Salpinctes","obsoletus",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Sayornis saya","Bonaparte","Say's Phoebe","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Tyrannidae",NA,NA,"Sayornis","saya",NA,NA,NA,"S4S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"passage migrant (rare)"
"Seiurus aurocapilla","L.","Ovenbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Seiurus","aurocapilla",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"accidental"
"Selasphorus calliope","Gould","Calliope Hummingbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Apodiformes",NA,NA,NA,"Trochilidae","Trochilinae","Mellisugini","Selasphorus","calliope",NA,NA,NA,"S5B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"accidental"
"Selasphorus rufus","Bonaparte","Rufous Hummingbird","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Apodiformes",NA,NA,NA,"Trochilidae","Trochilinae","Mellisugini","Selasphorus","rufus",NA,NA,NA,"S4?B","Mar 2022","Yellow",NA,NA,NA,NA,NA,"breeding"
"Setophaga aestiva",NA,"Northern Yellow Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","aestiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"breeding"
"Setophaga coronata","L.","Yellow-rumped Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","coronata",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding, winter (rare)"
"Setophaga nigrescens","Townsend","Black-throated Gray Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","nigrescens",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Setophaga palmarum","Gmelin","Palm Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","palmarum",NA,NA,NA,"S4S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"winter (rare)"
"Setophaga pensylvanica","L.","Chestnut-sided Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","pensylvanica",NA,NA,NA,"SNA","Apr 2024","Accidental",NA,NA,NA,NA,NA,"accidental"
"Setophaga ruticilla","L.","American Redstart","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","ruticilla",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
"Setophaga townsendi","Townsend","Townsend's Warbler","Animalia","Chordata","Vertebrata",NA,"Aves",NA,NA,"Passeriformes",NA,NA,NA,"Parulidae",NA,NA,"Setophaga","townsendi",NA,NA,NA,"S5B","Mar 2015","Yellow",NA,NA,NA,NA,NA,"breeding"
