Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,new_year,Reporting.Status.simple,Family_std,Taxon_std,Reporting_raw_std,Reporting_simple_std,Collector_std,Observer_std,Historical_date_std,First_observed_std,iNat_URL_raw_std,iNat_ID_raw_std,Collection_std,Accession_std,new_year_std,status_std,historical_year,observed_year,Family_label
Hydroprogne caspia,"(Pallas, 1770)",,Caspian tern,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Sterninae,NA,Hydroprogne,caspia,NA,,NA,native,S3B (2015),NA,new 2022,observed,NA,NA,,,NA,2022-06-25,Andrew Simon,iNat:124067913,,144537,BIR,2022,new,Laridae,Hydroprogne caspia,new 2022,new,NA,Andrew Simon,NA,2022-06-25,iNat:124067913,144537,NA,NA,2022,new,NA,2022,"Gulls, terns & skimmers (Laridae)"
Ixoreus naevius,"Gmelin, 1789",,varied thrush,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Turdidae,,NA,Ixoreus,naevius,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-12-15,Michael Hoebel,iNat:4046990,,145088,BIR,NA,confirmed,Turdidae,Ixoreus naevius,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2015-12-15,iNat:4046990,145088,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Thrushes (Turdidae)
Junco hyemalis,"(Linnaeus, 1758)",,dark-eyed junco,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Junco,hyemalis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-02-15,Andrew Simon,iNat:2565000,,10094,BIR,NA,confirmed,Passerellidae,Junco hyemalis,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2015-02-15,iNat:2565000,10094,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,New World sparrows (Passerellidae)
Lanius borealis,"Vieillot, 1808",,northern shrike,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Laniidae,,NA,Lanius,borealis,NA,,NA,native,"S4B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2018-12-17,Adam Jermakow,iNat:19202265,,558512,BIR,NA,confirmed,Laniidae,Lanius borealis,confirmed,confirmed,Galiano Naturalist,Adam Jermakow,2016,2018-12-17,iNat:19202265,558512,Galiano Bird Checklist,NA,NA,confirmed,2016,2018,Shrikes (Laniidae)
Larus argentatus,"Pontoppidan, 1763",,herring gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,argentatus,NA,,NA,native,S4 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Laridae,Larus argentatus,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Gulls, terns & skimmers (Laridae)"
Larus brachyrhynchus,"Richardson, 1831",,short-billed gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,brachyrhynchus,NA,,NA,native,S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-09-11,Michael Hoebel,iNat:4046941,,1286964,BIR,NA,confirmed,Laridae,Larus brachyrhynchus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2011-09-11,iNat:4046941,1286964,Galiano Bird Checklist,NA,NA,confirmed,2016,2011,"Gulls, terns & skimmers (Laridae)"
Larus californicus,"(Lawrence, 1854)",,California gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,californicus,NA,,NA,native,S2S3B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-09-11,bobmcd’,iNat:7917878,,4385,BIR,NA,confirmed,Laridae,Larus californicus,confirmed,confirmed,Galiano Naturalist,bobmcd’,2016,2017-09-11,iNat:7917878,4385,Galiano Bird Checklist,NA,NA,confirmed,2016,2017,"Gulls, terns & skimmers (Laridae)"
Larus delawarensis,"Ord, 1815",,ring-billed gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,delawarensis,NA,,NA,native,S4?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-10-23,Michael Hoebel,iNat:4046992,,4364,BIR,NA,confirmed,Laridae,Larus delawarensis,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2010-10-23,iNat:4046992,4364,Galiano Bird Checklist,NA,NA,confirmed,2016,2010,"Gulls, terns & skimmers (Laridae)"
Larus glaucescens,"(Naumann, 1840)",,glaucous-winged gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,glaucescens,NA,,NA,native,S4?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2008-12-25,Steve Ansell,iNat:146666927,Many of our birds are hybrids (Larus glaucescens × occidentalis),4399,BIR,NA,confirmed,Laridae,Larus glaucescens,confirmed,confirmed,Galiano Naturalist,Steve Ansell,2016,2008-12-25,iNat:146666927,4399,Galiano Bird Checklist,NA,NA,confirmed,2016,2008,"Gulls, terns & skimmers (Laridae)"
Larus glaucoides thayeri,"Brooks, WS, 1915",,Iceland gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,glaucoides,NA,thayeri,NA,native,S5N (2017),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2022-02-01,Jackson W.F. Chu,iNat:105999647,,556736,BIR,NA,confirmed,Laridae,Larus glaucoides thayeri,confirmed,confirmed,Galiano Naturalist,Jackson W.F. Chu,2016,2022-02-01,iNat:105999647,556736,Galiano Bird Checklist,NA,NA,confirmed,2016,2022,"Gulls, terns & skimmers (Laridae)"
Larus heermanni,"Cassin, 1852",,Heermann’s gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,heermanni,NA,,NA,native,SUN (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Laridae,Larus heermanni,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Gulls, terns & skimmers (Laridae)"
Larus occidentalis,"(Audubon, 1839)",,western gull,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Laridae,Larinae,NA,Larus,occidentalis,NA,,NA,native,SUN (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,Many of our birds are hybrids (Larus glaucescens × occidentalis),NA,BIR,NA,reported,Laridae,Larus occidentalis,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Gulls, terns & skimmers (Laridae)"
Leiothlypis celata,"(Say, 1823)",,orange-crowned warbler,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Parulidae,,NA,Leiothlypis,celata,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-09,Kristian Sigvardsen,iNat:2926959,,979757,BIR,NA,confirmed,Parulidae,Leiothlypis celata,confirmed,confirmed,Galiano Naturalist,Kristian Sigvardsen,2016,2016-04-09,iNat:2926959,979757,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Wood-warblers (Parulidae)
Leuconotopicus villosus,"(Linnaeus, 1766)",,hairy woodpecker,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Piciformes,NA,NA,Picidae,Picinae,NA,Leuconotopicus,villosus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-23,Andrew Simon,iNat:3030496,reported as Dryobates villosus,1651487,BIR,NA,confirmed,Picidae,Leuconotopicus villosus,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2016-04-23,iNat:3030496,1651487,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Woodpeckers (Picidae)
Limnodromus scolopaceus,"(Say, 1823)",,long-billed dowitcher,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Scolopacidae,,NA,Limnodromus,scolopaceus,NA,,NA,native,S4N (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-10-07,Michael Hoebel,iNat:4054132,,3873,BIR,NA,confirmed,Scolopacidae,Limnodromus scolopaceus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2013-10-07,iNat:4054132,3873,Galiano Bird Checklist,NA,NA,confirmed,2016,2013,Sandpipers & allies (Scolopacidae)
Lophodytes cucullatus,"(Linnaeus, 1758)",,hooded merganser,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Lophodytes,cucullatus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-01-04,Michael Hoebel,iNat:4046955,,7109,BIR,NA,confirmed,Anatidae,Lophodytes cucullatus,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2014-01-04,iNat:4046955,7109,Galiano Bird Checklist,NA,NA,confirmed,2016,2014,"Ducks, geese & swans (Anatidae)"
Loxia curvirostra,"Linnaeus, 1758",,red crossbill,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Fringillidae,,NA,Loxia,curvirostra,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-19,Bridgit Spencer,iNat:2380928,,10411,BIR,NA,confirmed,Fringillidae,Loxia curvirostra,confirmed,confirmed,Galiano Naturalist,Bridgit Spencer,2016,2015-06-19,iNat:2380928,10411,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Finches (Fringillidae)
Mareca americana,"(Gmelin, 1789)",,American wigeon,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Mareca,americana,NA,,NA,native,"S5B,S5N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-12-25,Kevin Toomer,iNat:9261664,,485176,BIR,NA,confirmed,Anatidae,Mareca americana,confirmed,confirmed,Galiano Naturalist,Kevin Toomer,2016,2017-12-25,iNat:9261664,485176,Galiano Bird Checklist,NA,NA,confirmed,2016,2017,"Ducks, geese & swans (Anatidae)"
Mareca penelope,"(Linnaeus, 1758)",,Eurasian wigeon,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Mareca,penelope,NA,,NA,native,SNRN (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,reported as Anas penelope,NA,BIR,NA,reported,Anatidae,Mareca penelope,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Ducks, geese & swans (Anatidae)"
Mareca strepera,"(Linnaeus, 1758)",,gadwall,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Mareca,strepera,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-08-13,Adam Huggins,iNat:3889102,,558439,BIR,NA,confirmed,Anatidae,Mareca strepera,confirmed,confirmed,Galiano Naturalist,Adam Huggins,2016,2016-08-13,iNat:3889102,558439,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,"Ducks, geese & swans (Anatidae)"
Megaceryle alcyon,"(Linnaeus, 1758)",,belted kingfisher,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Coraciiformes,NA,NA,Alcedinidae,,NA,Megaceryle,alcyon,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2009-07-28,Karolle Wall,iNat:97176968,,2548,BIR,NA,confirmed,Alcedinidae,Megaceryle alcyon,confirmed,confirmed,Galiano Naturalist,Karolle Wall,2016,2009-07-28,iNat:97176968,2548,Galiano Bird Checklist,NA,NA,confirmed,2016,2009,Kingfishers (Alcedinidae)
Megascops kennicottii,"(Elliot, 1867)",,western screech owl,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Strigiformes,NA,NA,Strigidae,,NA,Megascops,kennicottii,NA,,NA,native,S4 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Strigidae,Megascops kennicottii,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,Typical owls (Strigidae)
Melanerpes erythrocephalus,"(Linnaeus, 1758)",,red-headed woodpecker,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Piciformes,NA,NA,Picidae,Picinae,NA,Melanerpes,erythrocephalus,NA,,NA,accidental,SNA (2015),NA,new 2024,observed,NA,NA,,,NA,2024-07-17,tanageraz,iNat:233013048,,18204,BIR,2024,new,Picidae,Melanerpes erythrocephalus,new 2024,new,NA,tanageraz,NA,2024-07-17,iNat:233013048,18204,NA,NA,2024,new,NA,2024,Woodpeckers (Picidae)
Melanitta americana,"(Swainson, 1832)",,black scoter,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Melanitta,americana,NA,,NA,native,S3S4N (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Anatidae,Melanitta americana,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Ducks, geese & swans (Anatidae)"
Melanitta deglandi,"(Bonaparte, 1850)",,white-winged scoter,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Melanitta,deglandi,NA,,NA,native,S4S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-04-22,Michael Hoebel,iNat:19548057,,144222,BIR,NA,confirmed,Anatidae,Melanitta deglandi,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2017-04-22,iNat:19548057,144222,Galiano Bird Checklist,NA,NA,confirmed,2016,2017,"Ducks, geese & swans (Anatidae)"
Melanitta perspicillata,"(Linnaeus, 1758)",,surf scoter,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Melanitta,perspicillata,NA,,NA,native,"S3B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-18,Keith Valentine,iNat:2800323,,7036,BIR,NA,confirmed,Anatidae,Melanitta perspicillata,confirmed,confirmed,Galiano Naturalist,Keith Valentine,2016,2016-03-18,iNat:2800323,7036,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,"Ducks, geese & swans (Anatidae)"
Melospiza georgiana,"(Latham, 1790)",,swamp sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Melospiza,georgiana,NA,,NA,native,S4S5 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Passerellidae,Melospiza georgiana,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,New World sparrows (Passerellidae)
Melospiza lincolnii,"(Audubon, 1834)",,Lincoln’s sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Melospiza,lincolnii,NA,,NA,native,"S5B,SNRN (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2024-04-26,Steph Brulot-Sawchyn,iNat:209989723,,9092,BIR,NA,confirmed,Passerellidae,Melospiza lincolnii,confirmed,confirmed,Galiano Naturalist,Steph Brulot-Sawchyn,2016,2024-04-26,iNat:209989723,9092,Galiano Bird Checklist,NA,NA,confirmed,2016,2024,New World sparrows (Passerellidae)
Melospiza melodia,"(Wilson, 1810)",,song sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Melospiza,melodia,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-07-27,Cameron Deckert,iNat:18550214,,9100,BIR,NA,confirmed,Passerellidae,Melospiza melodia,confirmed,confirmed,Galiano Naturalist,Cameron Deckert,2016,2010-07-27,iNat:18550214,9100,Galiano Bird Checklist,NA,NA,confirmed,2016,2010,New World sparrows (Passerellidae)
Mergus merganser,"Linnaeus, 1758",,common merganser,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Mergus,merganser,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-27,Sarah Tweedale,iNat:2928691,,7004,BIR,NA,confirmed,Anatidae,Mergus merganser,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2016-03-27,iNat:2928691,7004,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,"Ducks, geese & swans (Anatidae)"
Mergus serrator,"Linnaeus, 1758",,red-breasted merganser,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Anseriformes,NA,NA,Anatidae,,NA,Mergus,serrator,NA,,NA,native,S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-16,Sarah Tweedale,iNat:4041762,,6996,BIR,NA,confirmed,Anatidae,Mergus serrator,confirmed,confirmed,Galiano Naturalist,Sarah Tweedale,2016,2016-03-16,iNat:4041762,6996,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,"Ducks, geese & swans (Anatidae)"
Molothrus ater,"(Boddaert, 1783)",,brown-headed cowbird,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Icteridae,,NA,Molothrus,ater,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-04-16,Michael Hoebel,iNat:4046911,,10373,BIR,NA,confirmed,Icteridae,Molothrus ater,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2015-04-16,iNat:4046911,10373,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,"Blackbirds, orioles & meadowlarks (Icteridae)"
Myadestes townsendi,"(Audubon, 1838)",,Townsend's solitaire,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Turdidae,,NA,Myadestes,townsendi,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-05-01,Michael Hoebel,iNat:4046980,,12951,BIR,NA,confirmed,Turdidae,Myadestes townsendi,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2010-05-01,iNat:4046980,12951,Galiano Bird Checklist,NA,NA,confirmed,2016,2010,Thrushes (Turdidae)
Nannopterum auritum,"(Lesson, 1831)",,double-crested cormorant,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Suliformes,NA,NA,Phalacrocoracidae,,NA,Nannopterum,auritum,NA,,NA,native,S3S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-12-20,Andrew Simon,iNat:2562503,,1454382,BIR,NA,confirmed,Phalacrocoracidae,Nannopterum auritum,confirmed,confirmed,Galiano Naturalist,Andrew Simon,2016,2015-12-20,iNat:2562503,1454382,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Cormorants (Phalacrocoracidae)
Pandion haliaetus,"(Linnaeus, 1758)",,osprey,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Accipitriformes,NA,NA,Pandionidae,,NA,Pandion,haliaetus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-20,Bridgit Spencer,iNat:2677178,,116999,BIR,NA,confirmed,Pandionidae,Pandion haliaetus,confirmed,confirmed,Galiano Naturalist,Bridgit Spencer,2016,2015-06-20,iNat:2677178,116999,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,Osprey (Pandionidae)
Passer domesticus,"(Linnaeus, 1758)",,house sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passeridae,,NA,Passer,domesticus,NA,,NA,exotic,unlisted,NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Passeridae,Passer domesticus,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,Old World sparrows (Passeridae)
Passerculus sandwichensis,"(Gmelin, 1789)",,savannah sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Passerculus,sandwichensis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-09-16,Michael Hoebel,iNat:4047043,,9981,BIR,NA,confirmed,Passerellidae,Passerculus sandwichensis,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2015-09-16,iNat:4047043,9981,Galiano Bird Checklist,NA,NA,confirmed,2016,2015,New World sparrows (Passerellidae)
Passerella iliaca,"(Merrem, 1786)",,fox sparrow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Passerellidae,,NA,Passerella,iliaca,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-04-18,Michael Hoebel,iNat:4046924,,9156,BIR,NA,confirmed,Passerellidae,Passerella iliaca,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2014-04-18,iNat:4046924,9156,Galiano Bird Checklist,NA,NA,confirmed,2016,2014,New World sparrows (Passerellidae)
Passerina amoena,"(Say, 1823)",,lazuli bunting,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Cardinalidae,,NA,Passerina,amoena,NA,,NA,native,S5B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Cardinalidae,Passerina amoena,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,"Cardinals, grosbeaks & buntings (Cardinalidae)"
Patagioenas fasciata,"(Say, 1823)",,band-tailed pigeon,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Columbiformes,NA,NA,Columbidae,,NA,Patagioenas,fasciata,NA,,NA,native,1-SC (SARA 2011),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2007-12-24,Michael Hoebel,iNat:4046905,,3108,BIR,NA,confirmed,Columbidae,Patagioenas fasciata,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2007-12-24,iNat:4046905,3108,Galiano Bird Checklist,NA,NA,confirmed,2016,2007,Pigeons & doves (Columbidae)
Pelecanus erythrorhynchos,"Gmelin, 1789",,American white pelican,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Pelecaniformes,NA,NA,Pelecanidae,,NA,Pelecanus,erythrorhynchos,NA,,NA,native,S1B (2022),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-07-10,Michael Hoebel,iNat:102503941,,4334,BIR,NA,confirmed,Pelecanidae,Pelecanus erythrorhynchos,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2016-07-10,iNat:102503941,4334,Galiano Bird Checklist,NA,NA,confirmed,2016,2016,Pelicans (Pelecanidae)
Petrochelidon pyrrhonota,"Vieillot, 1817",,cliff swallow,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Hirundinidae,,NA,Petrochelidon,pyrrhonota,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-06-08,Michael Hoebel,iNat:4047010,,11858,BIR,NA,confirmed,Hirundinidae,Petrochelidon pyrrhonota,confirmed,confirmed,Galiano Naturalist,Michael Hoebel,2016,2013-06-08,iNat:4047010,11858,Galiano Bird Checklist,NA,NA,confirmed,2016,2013,Swallows & martins (Hirundinidae)
Phalaropus fulicarius,"(Linnaeus, 1758)",,red phalarope,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Scolopacidae,,NA,Phalaropus,fulicarius,NA,,NA,native,SUM (2015),NA,reported,unobserved,2016-12-01,Keith Riding,eBird,,NA,NA,NA,,,NA,BIR,NA,reported,Scolopacidae,Phalaropus fulicarius,reported,reported,Keith Riding,NA,2016-12-01,NA,NA,NA,eBird,NA,NA,reported,2016,NA,Sandpipers & allies (Scolopacidae)
Phalaropus lobatus,"(Linnaeus, 1758)",,red-necked phalarope,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Charadriiformes,NA,NA,Scolopacidae,,NA,Phalaropus,lobatus,NA,,NA,native,S3S4B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,NA,NA,,,NA,BIR,NA,reported,Scolopacidae,Phalaropus lobatus,reported,reported,Galiano Naturalist,NA,2016,NA,NA,NA,Galiano Bird Checklist,NA,NA,reported,2016,NA,Sandpipers & allies (Scolopacidae)
Pheucticus ludovicianus,"(Linnaeus, 1766)",,rose-breasted grosbeak,Animalia,Chordata,Vertebrata,NA,Aves,NA,NA,Passeriformes,NA,NA,Cardinalidae,,NA,Pheucticus,ludovicianus,NA,,NA,native,S4S5B (2015),NA,new 2020,observed,NA,NA,,,NA,2020-05-23,Mark Webber,iNat:47183074,“vagrant” species on southern Vancouver Island checklist,10271,BIR,2020,new,Cardinalidae,Pheucticus ludovicianus,new 2020,new,NA,Mark Webber,NA,2020-05-23,iNat:47183074,10271,NA,NA,2020,new,NA,2020,"Cardinals, grosbeaks & buntings (Cardinalidae)"
