Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Psallus falleni,Reuter,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Phylini,Psallus,native,,reported,unobserved,1988-09-04,Geoffrey G.E. Scudder,CNCI,AMNH_PBI00 165742,,,,,,624549,ART
Psallus haematodes,(Gmelin),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Phylini,Psallus,exotic,,reported,unobserved,1982-08-18,Geoffrey G.E. Scudder,CNCI,AMNH_PBI00 165661,,,,,,,ART
Stenodema pilosipes,Kelton,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodemini,Stenodema,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454126,ART
Stenodema trispinosum,"Reuter, 1904",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodemini,Stenodema,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,360097,ART
Stenodema vicinum,(Provancher),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodemini,Stenodema,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,146792,ART
Stenotus binotatus,(Fabricius),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Mirini,Stenotus,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,321690,ART
Tupiocoris sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Bryocorinae,Dicyphini,Tupiocoris,native?,,reported,unobserved,2019-08-21,Chris G. Ratzlaff,CGR,,,,,,,,ART
Xyelecia nearctica,"Ross, 1932",,xyelid sawfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Bryocorinae,,Xyelecia,native,,reported,unobserved,1981-04-19,Syd G. Cannings,SEM,SEM-UBC HYM-5611,,,,,,,ART
Nabis lovetti,Harris,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Naboidea,Nabidae,Nabinae,Nabini,Nabis,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Lethocerus americanus,(Leidy),,giant water bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepoidea,Belostomatidae,Lethocerinae,,Lethocerus,native,,confirmed,observed,1988-09-01,E. Thorn,SEM,SEM-UBC HET-6167,,2016-10-06,Brahm Hartman,http://www.inaturalist.org/observations/4299923,,81572,ART
Ranatra fusca,Palisot-Beauvois,,brown water scorpion,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepoidea,Nepidae,Ranatrinae,,Ranatra,native,,reported,unobserved,1986-05-31,J.D. Reynolds,SEM,SEM-UBC HET-0822,,,,,,133757,ART
Notonecta kirbyi,Hungerford,,Kirby’s backswimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Notonectinae,,Notonecta,native,,reported,unobserved,1984-03-05,Geoffrey G.E. Scudder,SEM,SEM-UBC NOT-0839,,,,,,226029,ART
Notonecta undulata,Say,,grousewinged backswimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Notonectinae,,Notonecta,native,,reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC NOT-1233,,,,,,226033,ART
Elasmostethus cruciatus,(Say),,red-cross shield bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,,Elasmostethus,native,,confirmed,observed,1983-08-23,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-1833,,2017-02-20,Kris Krüg,http://inaturalist.ca/observations/5151433,Trying to impersonate sprouts in the greenhouse,130508,ART
Elasmucha lateralis,(Say),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,,Elasmucha,native,,confirmed,observed,1990-09-30,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-2024,,2016-06-23,William Terpenning,http://www.inaturalist.org/observations/3516003,on sword fern~1 cm long,325588,ART
Banasa dimidiata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Banasa,native,,confirmed,observed,1977-08-13,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0402,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6224902,,363224,ART
Banasa sordida,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Banasa,native,,confirmed,observed,1993-05,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0457,,2016-12-22,Andrew Simon,https://www.inaturalist.org/observations/4835606,,119735,ART
Brochymena affinis,,,rough stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Halyini,Brochymena,native,,new 2017,observed,,,,,,2017-10-08,Sarah Tweedale,https://www.inaturalist.org/observations/8313912,,127433,ART
Brochymena quadripustulata,,,four-humped stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Halyini,Brochymena,native,,new 2019,observed,,,,,,2019-03-26,Lorin Gaertner,https://www.inaturalist.org/observations/21816315,,132677,ART
Brochymena sulcata,,,rough stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Halyini,Brochymena,?,,new 2016,observed,,,,,,2016-07-22,Andrew Simon,http://www.inaturalist.org/observations/3726419,,210508,ART
Chlorochroa ligata,,,conchuela bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Nezarini,Chlorochroa,native,,confirmed,observed,1975-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0632,,2016-10-20,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4403913,,261351,ART
Chlorochroa rossiana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Nezarini,Chlorochroa,native,,confirmed,observed,1970-08-30,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0698,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6206460,,357522,ART
Cosmopepla conspicillaris,,,hedge nettle stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Carpocorini,Cosmopepla,?,,new 2021,observed,,,,,,2021-06-10,Kevin Toomer,https://www.inaturalist.org/observations/82467943,,261361,ART
Cosmopepla intergressus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Carpocorini,Cosmopepla,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1021612,ART
Euschistus conspersus,,,consperse stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Carpocorini,Euschistus,native,,confirmed,observed,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,2018-05-13,Andrew Simon,https://www.inaturalist.org/observations/15412700,,243759,ART
Euschistus servus euschistoides,(Vollenhoven),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Carpocorini,Euschistus,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453867,ART
Holcostethus limbolarius,(Stål),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Carpocorini,Holcostethus,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,261416,ART
Neottiglossa tumidifrons,Downes,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Aeliini,Neottiglossa,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,992499,ART
Neottiglossa undata,(Say),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Aeliini,Neottiglossa,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,326736,ART
Podisus brevispinus,"Phillips, 1982",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,Asopinae,Podisus,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454062,ART
Thyanta pallidovirens,(Stål),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Pentatomini,Thyanta,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,211001,ART
Zicrona caerulea,,,blue shield bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,,Zicrona,native,,new 2020,observed,,,,,,2020-04-10,Adam Huggins,https://www.inaturalist.org/observations/42175065,,62980,ART
Acantholomidea porosa,(Germar),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,,Acantholomidea,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Camirus porosus,,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,,Camirus,native,,reported,unobserved,1988,Henry & Froeschner [editors],"Catalog of the Heteroptera, or true bugs, of Canada and the Continental United States",,,,,,,174485,ART
Eurygaster alternata,(Say),,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Eurygasterinae,,Eurygaster,native,,reported,unobserved,1980-07-26,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-4828,,,,,,219860,ART
Eurygaster amerinda,Bliven,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Eurygasterinae,,Eurygaster,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,372516,ART
Homaemus aeneifrons consors,Uhler,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,,Homaemus,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1026033,ART
Corimelaena pulicaria,(Germar),,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Thyreocoridae,,,Corimelaena,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,136432,ART
Barce fraterna,(Say),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Metapterini,Barce,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,270495,ART
Empicoris pilosus,(Fieber),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Ploiariolini,Empicoris,exotic,,reported,unobserved,1983-08-15,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-3094,,,,,,498439,ART
Empicoris rubromaculatus,(Blackburn),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Ploiariolini,Empicoris,native,,reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-3099,,,,,,52987,ART
Empicoris vagabundus,(Linnaeus),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Ploiariolini,Empicoris,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,208901,ART
Amphorophora parviflori,Hill,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Amphorophora,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033480,,,,,,,ART
Aphis hederae,Kaltenbach,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Aphis,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033508,,,,,,,ART
Aphis holodisci,Robinson,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Aphis,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033503,,,,,,,ART
Aulacorthum pterinigrum,Richards,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Aulacorthum,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033490,,,,,,,ART
Aulacorthum solani,(Kaltenbach),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Aulacorthum,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033506,,,,,,,ART
Ericaphis fimbriata,(Richards),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Ericaphis,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033488,,,,,,,ART
Ericaphis wakibae,(Hottes),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Ericaphis,native,,reported,unobserved,2006-06-24,C.-K. Chan,CNC,CNCHEM058268,,,,,,,ART
Hyadaphis foeniculi,(Passerini),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Hyadaphis,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033494,,,,,,,ART
Illinoia crystleae,(Smith & Knowlton),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Illinoia,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM034686,,,,,,,ART
Illinoia maxima,(mason),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Illinoia,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033491,,,,,,,ART
Macrosiphum pteridis,Wilson,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Macrosiphum,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033501,,,,,,,ART
Mindarus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Mindarus,native,,new 2019,observed,,,,,,2019-05-20,Michael Beach,https://www.inaturalist.org/observations/25465534,,451279,ART
Myzus ascalonicus,Doncaster,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Myzus,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033499,,,,,,,ART
Sitobion fragariae,(Walker),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,Sitobion,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033482,,,,,,,ART
Periphyllus testudinaceus,(Fernie),,Common Maple Aphid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Drepanosiphidae,,,Periphyllus,exotic,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033498,,,,,,,ART
Tuberculatus columbiae,Richards,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Drepanosiphidae,,,Tuberculatus,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033483,,,,,,,ART
Thelaxes californica,(Davidson),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Thelaxidae,,,Thelaxes,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033485,,,,,,,ART
Neophyllura arbuti,(Schwarz),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Liviidae,,,Neophyllura,native,,reported,unobserved,1928-06-27,unknown,EMEC,EMEC715578,,,,,,,ART
Arytaina genistae,(Latrielle),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,,,Arytaina,exotic,,new 2019,unobserved,2019-08-22,Chris G. Ratzlaff,CGR,,,,,,,,ART
Psylla viridescens,(Provancher),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,,,Psylla,native,,new 2019,unobserved,2019-08-20,Chris G. Ratzlaff,CGR,,,,,,,,ART
Andrena algida,"Smith, 1853",,icy miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-14,Michael Hoebel,Galiano Community Bee Inventory 2017,LRB17-3662,,,,,,198845,ART
Andrena angustella,Cockerell,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,reported,unobserved,1984-03-17,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-11182,,,,,,346698,ART
Andrena angustitarsata,"Viereck, 1904",,narrow-legged miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-14,Karen Harris,Galiano Community Bee Inventory 2017,LRB17-3774,,,,,,346696,ART
Andrena candida,Smith,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,reported,unobserved,1981-04-18,Syd G. Cannings,SEM,SEM-UBC HYM-3246,,,,,,309427,ART
Andrena chlorura,"Cockerell, 1916",,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,reported,unobserved,1982-03-28,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-3247,,,,,,271491,ART
Andrena frigida,"Smith, 1853",,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,confirmed,observed,1981-03-22,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-11278,,2017-04-27,Andrew Simon,https://www.inaturalist.org/observations/7258614,,198991,ART
Andrena fuscicauda,"Viereck, 1904",,dark-tailed miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-14,Michael Hoebel,Galiano Community Bee Inventory 2017,LRB17-3745,,,,,,361397,ART
Andrena hemileuca,"Viereck, 1904",,partly-haired miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-14,Michael Hoebel,Galiano Community Bee Inventory 2017,LRB17-3653,,,,,,459014,ART
Andrena nigrihirta,"(Ashmead, 1890)",,black-haired miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-28,Ed Andrusiak,Galiano Community Bee Inventory 2017,LRB17-4014,,,,,,198975,ART
Andrena perplexa,"Smith, 1853",,perplexed miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2018,observed,,,,,,2018-05-15,Andrew Simon,https://www.inaturalist.org/observations/27780983,,198970,ART
Andrena prunorum,,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,confirmed,observed,1981-04-18,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-11350,,2018-05-11,Andrew Simon,https://www.inaturalist.org/observations/12374074,,57667,ART
Andrena salicifloris,"Cockerell, 1897",,willow-flower miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-17,Karen Harris,Galiano Community Bee Inventory 2017,LRB17-3825,,,,,,213594,ART
Andrena transnigra,"Viereck, 1904",,black-banded mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,observed,2017-04-14,Michael Hoebel,Galiano Community Bee Inventory 2017,LRB17-3680,,2018-05-14,Andrew Simon,https://www.inaturalist.org/observations/29010497,,213600,ART
Andrena vicinoides,"Viereck, 1904",,Victoria miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2017,unobserved,2017-04-28,Ed Andrusiak,Galiano Community Bee Inventory 2017,LRB17-3977,,,,,,459031,ART
Melandrena sp.,,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrena,,,new 2018,observed,,,,,,2018-05-25,Andrew Simon,https://www.inaturalist.org/observations/12820058,,571409,ART
Anthophora ursina,,,ursine digger bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Anthophorini,Anthophora,,,new 2018,observed,,,,,,2018-05-15,Andrew Simon,https://www.inaturalist.org/observations/27254777,,213792,ART
Apis mellifera,,,honey bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Apini,Apis,,,new 2016,observed,,,,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296418,,47219,ART
Bombus fervidus,"(Fabricius, 1798)",,golden northern bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,reported,unobserved,1985-05-19,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-14361,,,,,,52774,ART
Bombus flavidus,"Eversmann, 1852",,flavid cuckoo bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,reported,unobserved,?,Geoffrey G.E. Scudder,SEM,?,,,,,,541839,ART
Bombus flavifrons,"Cresson, 1863",,yellow-fronted bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,confirmed,observed,1970-08-30,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-4409,,2018-04-17,Andrew Simon,https://www.inaturalist.org/observations/11102104,,119308,ART
Bombus insularis,"(Smith, 1861)",,indiscriminate cuckoo bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,reported,unobserved,?,Geoffrey G.E. Scudder,SEM,?,,,,,,143036,ART
Bombus melanopygus,"Nylander, 1848",,black-tailed bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,confirmed,observed,1978-12-24,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-5435,,2014-06-08,Ian Guthrie,http://www.inaturalist.org/observations/4171478,,130222,ART
Bombus mixtus,"Cresson, 1878",,fuzzy-horned bumble bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Bombini,Bombus,,,confirmed,observed,1973-07-07,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-5375,,2014-06-22,Ian Guthrie,http://www.inaturalist.org/observations/4171481,,319125,ART
