"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Marmota vancouverensis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Marmota","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/104740897","","",""
"Phocoenoides dalli dalli","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Phocoenidae","","","Phocoenoides","","","","","","","","","","","","","","","","Liam Ragan","https://www.inaturalist.org/observations/102357798","","",""
"Cervus canadensis","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Cervus","","","","","","","","","","","","","","","","bushape","https://www.inaturalist.org/observations/102254646","","",""
"Clethrionomys gapperi","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Myodes","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/103183981","","",""
"Lepus americanus","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Lepus","","","","","","","","","","","","","","","","onyxrat","https://www.inaturalist.org/observations/67885414","","",""
"Ondatra zibethicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Ondatra","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/98512869","","",""
"Peromyscus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Peromyscus","","","","","","","","","","","","","","","","raffaelli","http://www.inaturalist.org/observations/1777467","","",""
"Neotamias","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Neotamias","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/59853264","","",""
"Megaptera novaeangliae","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Balaenopteridae","","","Megaptera","","","","","","","","","","","","","","","","Noam Markus","https://www.inaturalist.org/observations/91588294","","",""
"Myotis","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","","","","","","","Syd","https://www.inaturalist.org/observations/83348583","","",""
"Eumetopias jubatus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","","","","","","","verdoyant","https://www.inaturalist.org/observations/39771366","","",""
"Ovis aries musimon","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Ovis","","","","","","","","","","","","","","","","Todd Deininger","https://www.inaturalist.org/observations/70355658","","",""
"Ursus arctos","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","","","","","","","hbread","https://www.inaturalist.org/observations/72691647","","",""
"Lasionycteris noctivagans","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Lasionycteris","","","","","","","","","","","","","","","","WD","https://www.inaturalist.org/observations/72471082","","",""
"Microtus townsendii","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","","","","","","","graeme45","https://www.inaturalist.org/observations/69738897","","",""
"Microtus pennsylvanicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Microtus","","","","","","","","","","","","","","","","Liam Steele","https://www.inaturalist.org/observations/69834384","","",""
"Rattus norvegicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Rattus","","","","","","","","","","","","","","","","graeme45","https://www.inaturalist.org/observations/69736666","","",""
"Martes caurina caurina","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Martes","","","","","","","","","","","","","","","","RUTH FOSTER","https://www.inaturalist.org/observations/70020857","","",""
"Oryctolagus cuniculus domesticus","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Oryctolagus","","","","","","","","","","","","","","","","Guillermo MuñozLacy","https://www.inaturalist.org/observations/69472253","","",""
"Martes caurina","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Martes","","","","","","","","","","","","","","","","graeme45","https://www.inaturalist.org/observations/69738915","","",""
"Myotis lucifugus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","","","","","","","susanlundahl","https://www.inaturalist.org/observations/65991287","","",""
"Mus musculus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Mus","","","","","","","","","","","","","","","","Terry Carr","https://www.inaturalist.org/observations/68433437","","",""
"Corynorhinus townsendii","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Corynorhinus","","","","","","","","","","","","","","","","ToddCarnahan.com","https://www.inaturalist.org/observations/68036264","","",""
"Canis lupus crassodon","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","","","","","","","Braden J. Judson","https://www.inaturalist.org/observations/67404452","","",""
"Phoca vitulina richardii","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Phocidae","","","Phoca","","","","","","","","","","","","","","","","jmclatchie","https://www.inaturalist.org/observations/67484342","","",""
"Neogale vison","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","","","","","","","paulzc","https://www.inaturalist.org/observations/66077076","","",""
"Ursus americanus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","","","","","","","zihuadean","https://www.inaturalist.org/observations/65697751","","",""
"Neotamias amoenus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamias","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/59853266","","",""
"Neotoma cinerea","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Neotoma","","","","","","","","","","","","","","","","rwheater","https://www.inaturalist.org/observations/63703637","","",""
"Ursus americanus vancouveri","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","","","","","","","John Anderson","https://www.inaturalist.org/observations/61746709","","",""
"Alces alces andersoni","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Alces","","","","","","","","","","","","","","","","Chloe and Trevor Van Loon","https://www.inaturalist.org/observations/59041581","","",""
"Tamiasciurus hudsonicus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Tamiasciurus","","","","","","","","","","","","","","","","Adam Jackson","https://www.inaturalist.org/observations/56521021","","",""
"Sorex trowbridgii","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Soricidae","","","Sorex","","","","","","","","","","","","","","","","ladyb1rd","https://www.inaturalist.org/observations/48919289","","",""
"Spilogale gracilis latifrons","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Spilogale","","","","","","","","","","","","","","","","mbpongrac","https://www.inaturalist.org/observations/53086007","","",""
"Capra hircus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Capra","","","","","","","","","","","","","","","","alasdaird","https://www.inaturalist.org/observations/52437900","","",""
"Odocoileus hemionus hemionus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","","","","","","","Taylor Justason","https://www.inaturalist.org/observations/42818371","","",""
"Ursus arctos horribilis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Ursidae","","","Ursus","","","","","","","","","","","","","","","","Cole Gaerber","https://www.inaturalist.org/observations/52307661","","",""
"Erethizon dorsatum","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Erethizontidae","","","Erethizon","","","","","","","","","","","","","","","","Yanik Nill","https://www.inaturalist.org/observations/48047810","","",""
"Eptesicus fuscus","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Eptesicus","","","","","","","","","","","","","","","","Heather","https://www.inaturalist.org/observations/49912183","","",""
"Canis lupus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","","","","","","","patrick7472","https://www.inaturalist.org/observations/47265521","","",""
"Alces alces","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Alces","","","","","","","","","","","","","","","","Joe Holubar","https://www.inaturalist.org/observations/49196089","","",""
"Marmota flaviventris","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Marmota","","","","","","","","","","","","","","","","Jef Taylor","https://www.inaturalist.org/observations/47287723","","",""
"Myotis evotis","","","","Animalia","Chordata","","","Mammalia","","","Chiroptera","","","Vespertilionidae","","","Myotis","","","","","","","","","","","","","","","","carl1986","https://www.inaturalist.org/observations/15715775","","",""
"Sciurus niger","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Sciuridae","","","Sciurus","","","","","","","","","","","","","","","","gshank","https://www.inaturalist.org/observations/43109099","","",""
"Ovis canadensis","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Ovis","","","","","","","","","","","","","","","","Brian Starzomski","https://www.inaturalist.org/observations/17069723","","",""
"Oreamnos americanus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Oreamnos","","","","","","","","","","","","","","","","Brian Starzomski","https://www.inaturalist.org/observations/17069724","","",""
"Neogale frenata","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mustelidae","","","Mustela","","","","","","","","","","","","","","","","Brian Starzomski","https://www.inaturalist.org/observations/15829956","","",""
"Sylvilagus floridanus","","","","Animalia","Chordata","","","Mammalia","","","Lagomorpha","","","Leporidae","","","Sylvilagus","","","","","","","","","","","","","","","","Ian Cruickshank","https://www.inaturalist.org/observations/36089983","","",""
"Vulpes vulpes","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Vulpes","","","","","","","","","","","","","","","","Ken Kneidel","https://www.inaturalist.org/observations/27891216","","",""
"Cervus nippon","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Cervus","","","","","","","","","","","","","","","","Kyle Nelson","https://www.inaturalist.org/observations/24644773","","",""
"Lynx rufus fasciatus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Lynx","","","","","","","","","","","","","","","","Rand Rudland","https://www.inaturalist.org/observations/22109376","","",""
"Procyon lotor pacificus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","","","","","","","Cole Gaerber","https://www.inaturalist.org/observations/25525712","","",""
"Procyon lotor","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Procyonidae","","","Procyon","","","","","","","","","","","","","","","","Christopher J. Earle","https://www.inaturalist.org/observations/23196938","","",""
"Canis latrans","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","","","","","","","","","","","","John D Reynolds","https://www.inaturalist.org/observations/21931600","","",""
"Zapus trinotatus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Dipodidae","","","Zapus","","","","","","","","","","","","","","","","John D Reynolds","https://www.inaturalist.org/observations/20335529","","",""
"Eumetopias jubatus monteriensis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Otariidae","","","Eumetopias","","","","","","","","","","","","","","","","Hala Farahat","https://www.inaturalist.org/observations/10562811","","",""
"Odocoileus hemionus columbianus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Cervidae","","","Odocoileus","","","","","","","","","","","","","","","","rolandwirth","https://www.inaturalist.org/observations/19344246","","",""
"Orcinus orca","","","","Animalia","Chordata","","","Mammalia","","","Cetacea","","","Delphinidae","","","Orcinus","","","","","","","","","","","","","","","","Luke Armstrong","https://www.inaturalist.org/observations/18316628","","",""
"Mephitis mephitis","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Mephitidae","","","Mephitis","","","","","","","","","","","","","","","","lhurteau","https://www.inaturalist.org/observations/16818069","","",""
