scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Lepraria pacifica,Lendemer,Pacific Dust Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,pacifica,NA,NA,NA,accepted,345911,Lepraria pacifica,Lepraria pacifica,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria pacifica,NA,S5,Apr 2023,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria pacifica,Lepraria pacifica,LICHENS,LICHENS,NA
Lepraria torii,Pérez-Ort. & T. Sprib.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Stereocaulaceae,NA,NA,Lepraria,torii,NA,NA,NA,accepted,463358,Lepraria torii,Lepraria torii,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lepraria torii,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lepraria torii,Lepraria torii,LICHENS,LICHENS,NA
Letharia columbiana,(Nutt.) J.W. Thomson,Brown-eyed Wolf Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Letharia,columbiana,NA,NA,NA,accepted,54608,Letharia columbiana,Letharia columbiana,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Letharia columbiana,brown-eyed wolf,S4,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Letharia columbiana,Letharia columbiana,LICHENS,LICHENS,NA
Letharia lupina,"Altermann, Leavitt & Goward",mountain wolf,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Letharia,lupina,NA,NA,NA,accepted,532121,Letharia lupina,Letharia lupina,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Letharia lupina,mountain wolf,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Letharia lupina,Letharia lupina,LICHENS,LICHENS,NA
Letharia vulpina,(L.) Hue,wolf lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Letharia,vulpina,NA,NA,NA,accepted,54613,Letharia vulpina,Letharia vulpina,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Letharia vulpina,valley wolf,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Letharia vulpina,Letharia vulpina,LICHENS,LICHENS,NA
Lichenomphalia ericetorum,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",Lichen Agaric,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,Agaricomycetidae,NA,Agaricales,Hygrophorineae,NA,NA,Hygrophoraceae,Lichenomphalioideae,Lichenomphalieae,Lichenomphalia,ericetorum,NA,NA,NA,unaccepted,1497645,Lichenomphalia ericetorum,Lichenomphalia ericetorum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lichenomphalia ericetorum,NA,S5,Mar 2021,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Lichenomphalia ericetorum,Lichenomphalia ericetorum,LICHENS,LICHENS,NA
Lobaria anomala,Brodo & Ahti,Netted Specklebelly,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Lobariaceae,NA,NA,Lobaria,anomala,NA,NA,NA,accepted,463448,Lobaria anomala,Lobaria anomala,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lobaria anomala,powder-ridge specklebelly,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lobaria anomala,Lobaria anomala,LICHENS,LICHENS,NA
Lobaria linita,(Ach.) Rabenh.,Cabbage Lung Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Lobariaceae,NA,NA,Lobaria,linita,NA,NA,NA,accepted,224041,Lobaria linita,Lobaria linita,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lobaria linita,cabbage lung,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lobaria linita,Lobaria linita,LICHENS,LICHENS,NA
Lobaria oregana,(Tuck.) Müll.Arg.,Lettuce Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Lobariaceae,NA,NA,Lobaria,oregana,NA,NA,NA,accepted,55538,Lobaria oregana,Lobaria oregana,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lobaria oregana,lettuce lung,S3S4,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lobaria oregana,Lobaria oregana,LICHENS,LICHENS,NA
Lobaria pulmonaria,(L.) Hoffm.,Tree Lungwort,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Lobariaceae,NA,NA,Lobaria,pulmonaria,NA,NA,NA,accepted,48711,Lobaria pulmonaria,Lobaria pulmonaria,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lobaria pulmonaria,lungwort,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lobaria pulmonaria,Lobaria pulmonaria,LICHENS,LICHENS,NA
Lopadium pezizoideum,(Ach.) Körb.,Moss Urn Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecideales,NA,NA,NA,Lopadiaceae,NA,NA,Lopadium,pezizoideum,NA,NA,NA,accepted,224116,Lopadium pezizoideum,Lopadium pezizoideum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Lopadium pezizoideum,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Lopadium pezizoideum,Lopadium pezizoideum,LICHENS,LICHENS,NA
Massalongia carnosa,(Dickson) Körb.,Rockmoss Rosette Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Massalongiaceae,NA,NA,Massalongia,carnosa,NA,NA,NA,accepted,224470,Massalongia carnosa,Massalongia carnosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Massalongia carnosa,moss liver,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Massalongia carnosa,Massalongia carnosa,LICHENS,LICHENS,NA
Melanelia hepatizon,(Ach.) Thell,Rimmed Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Melanelia,hepatizon,NA,NA,NA,accepted,224572,Melanelia hepatizon,Melanelia hepatizon,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Melanelia hepatizon,rimmed rockleather,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Melanelia hepatizon,Melanelia hepatizon,LICHENS,LICHENS,NA
Melanelixia fuliginosa,"(Fr. ex Duby) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw.",Shiny Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Melanelixia,fuliginosa,NA,NA,NA,accepted,345339,Melanelixia fuliginosa,Melanelixia fuliginosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Melanelixia fuliginosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Melanelixia subaurifera,(Nyl.) O. Blanco et al.,Abraded Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Melanelixia,subaurifera,NA,NA,NA,accepted,194686,Melanelixia subaurifera,Melanelixia subaurifera,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Melanelixia subaurifera,abrading camouflage,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Melanelixia subaurifera,Melanelixia subaurifera,LICHENS,LICHENS,NA
Melanohalea exasperatula,"(Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch.",Lustrous Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Melanohalea,exasperatula,NA,NA,NA,accepted,463485,Melanohalea exasperatula,Melanohalea exasperatula,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Melanohalea exasperatula,lustrous camouflage,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Melanohalea exasperatula,Melanohalea exasperatula,LICHENS,LICHENS,NA
Melanohalea multispora,(A. Schneider) Essl.,Many-spored Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Melanohalea,multispora,NA,NA,NA,accepted,463488,Melanohalea multispora,Melanohalea multispora,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Melanohalea multispora,wide-eyed camouflage,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Melanohalea multispora,Melanohalea multispora,LICHENS,LICHENS,NA
Menegazzia subsimilis,(H. Magn.) R. Sant.,Tree Flute Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Menegazzia,subsimilis,NA,NA,NA,accepted,194700,Menegazzia subsimilis,Menegazzia subsimilis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Menegazzia subsimilis,tragic flute,S4,Apr 2010,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Menegazzia subsimilis,Menegazzia subsimilis,LICHENS,LICHENS,NA
Menegazzia terebrata,(Hoffm.) A. Massal.,Port-hole Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Menegazzia,terebrata,NA,NA,NA,accepted,123677,Menegazzia terebrata,Menegazzia terebrata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Menegazzia terebrata,magic flute,S4,Apr 2010,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Menegazzia terebrata,Menegazzia terebrata,LICHENS,LICHENS,NA
Microthyrium macrosporum,Speg.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Dothideomycetes,NA,NA,Microthyriales,NA,NA,NA,Microthyriaceae,NA,NA,Microthyrium,macrosporum,NA,NA,NA,accepted,1421860,Microthyrium macrosporum,Microthyrium macrosporum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Microthyrium macrosporum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Montanelia disjuncta,(Erichsen) Essl.,Mealy Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Montanelia,disjuncta,NA,NA,NA,unaccepted,463541,Montanelia disjuncta,Montanelia disjuncta,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Montanelia disjuncta,nebulous camouflage,S4S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Montanelia disjuncta,Montanelia disjuncta,LICHENS,LICHENS,NA
Montanelia panniformis,(Nyl.) Essl.,Shingled Camouflage Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Montanelia,panniformis,NA,NA,NA,unaccepted,463542,Montanelia panniformis,Montanelia panniformis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Montanelia panniformis,overlapping camouflage,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Montanelia panniformis,Montanelia panniformis,LICHENS,LICHENS,NA
Multiclavula mucida,(Fr.) R. Petersen,White green-algae coral,Fungi,Basidiomycota,Agaricomycotina,NA,Agaricomycetes,NA,NA,Cantharellales,NA,NA,NA,Hydnaceae,NA,NA,Multiclavula,mucida,NA,NA,NA,accepted,205261,Multiclavula mucida,Multiclavula mucida,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Multiclavula mucida,NA,SU,Mar 2021,Unknown,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Multiclavula mucida,Multiclavula mucida,LICHENS,LICHENS,NA
Mycobilimbia berengeriana,(A. Massal.) Nyl.,Berenger's mycobilimbia lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecideales,NA,NA,NA,Lecideaceae,NA,NA,Mycobilimbia,berengeriana,NA,NA,NA,accepted,225328,Mycobilimbia berengeriana,Mycobilimbia berengeriana,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Mycobilimbia berengeriana,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Mycobilimbia berengeriana,Mycobilimbia berengeriana,LICHENS,LICHENS,NA
Mycoblastus affinis,(Schaer.) Schauer,White Heart Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Tephromelataceae,NA,NA,Mycoblastus,affinis,NA,NA,NA,accepted,182698,Mycoblastus affinis,Mycoblastus affinis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Mycoblastus affinis,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Mycoblastus affinis,Mycoblastus affinis,LICHENS,LICHENS,NA
Mycoblastus sanguinarius,(L.) Norman,Bloody-heart Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Tephromelataceae,NA,NA,Mycoblastus,sanguinarius,NA,NA,NA,accepted,127123,Mycoblastus sanguinarius,Mycoblastus sanguinarius,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Mycoblastus sanguinarius,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Mycoblastus sanguinarius,Mycoblastus sanguinarius,LICHENS,LICHENS,NA
Mycocalicium subtile,(Pers.) Szatala,Snag Pin,Fungi,Ascomycota,Pezizomycotina,NA,Eurotiomycetes,Mycocaliciomycetidae,NA,Mycocaliciales,NA,NA,NA,Sphinctrinaceae,NA,NA,Mycocalicium,subtile,NA,NA,NA,accepted,225347,Mycocalicium subtile,Mycocalicium subtile,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Mycocalicium subtile,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Mycocalicium subtile,Mycocalicium subtile,LICHENS,LICHENS,NA
Myochroidea leprosula,"(Arnold) Printzen, T. Sprib. & Tønsberg",NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,NA,NA,NA,Myochroidea,leprosula,NA,NA,NA,accepted,463569,Myochroidea leprosula,Myochroidea leprosula,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Myochroidea leprosula,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Myochroidea leprosula,Myochroidea leprosula,LICHENS,LICHENS,NA
Nephroma arcticum,(l.) torss.,Arctic Kidney Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Nephromataceae,NA,NA,Nephroma,arcticum,NA,NA,NA,accepted,225797,Nephroma arcticum,Nephroma arcticum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Nephroma arcticum,greenlight,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nephroma arcticum,Nephroma arcticum,LICHENS,LICHENS,NA
Nephroma laevigatum,Ach.,Mustard Kidney Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Nephromataceae,NA,NA,Nephroma,laevigatum,NA,NA,NA,accepted,117847,Nephroma laevigatum,Nephroma laevigatum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Nephroma laevigatum,mustard paw,S4S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nephroma laevigatum,Nephroma laevigatum,LICHENS,LICHENS,NA
Nephroma parile,(Ach.) Ach.,Powdery Kidney Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Nephromataceae,NA,NA,Nephroma,parile,NA,NA,NA,accepted,182501,Nephroma parile,Nephroma parile,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Nephroma parile,powdered paw,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nephroma parile,Nephroma parile,LICHENS,LICHENS,NA
Nephroma resupinatum,(L.) Ach.,Pimpled Kidney Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Nephromataceae,NA,NA,Nephroma,resupinatum,NA,NA,NA,accepted,203975,Nephroma resupinatum,Nephroma resupinatum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Nephroma resupinatum,pimpled paw,S4,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nephroma resupinatum,Nephroma resupinatum,LICHENS,LICHENS,NA
Nodobryoria abbreviata,(Müll. Arg.),Tufted Foxtail Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Nodobryoria,abbreviata,NA,NA,NA,accepted,225979,Nodobryoria abbreviata,Nodobryoria abbreviata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Nodobryoria abbreviata,goodlooking readhead,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nodobryoria abbreviata,Nodobryoria abbreviata,LICHENS,LICHENS,NA
Nodobryoria oregana,(Tuck. ex Willey) Brodo & D. Hawksw.,mountain readhead,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Nodobryoria,oregana,NA,NA,NA,accepted,225980,Nodobryoria oregana,Nodobryoria oregana,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Nodobryoria oregana,mountain readhead,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Nodobryoria oregana,Nodobryoria oregana,LICHENS,LICHENS,NA
Normandina pulchella,(Borrer) Nyl.,Elf Ears lichen,Fungi,Ascomycota,Pezizomycotina,NA,Eurotiomycetes,Chaetothyriomycetidae,NA,Verrucariales,NA,NA,NA,Verrucariaceae,NA,NA,Normandina,pulchella,NA,NA,NA,accepted,117861,Normandina pulchella,Normandina pulchella,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Normandina pulchella,NA,S4,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Normandina pulchella,Normandina pulchella,LICHENS,LICHENS,NA
Notoparmelia kerguelensis,(Nyl.) Hale,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Parmeliaceae,Parmelioideae,NA,Notoparmelia,kerguelensis,NA,NA,NA,accepted,993235,Notoparmelia kerguelensis,Notoparmelia kerguelensis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Notoparmelia kerguelensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Ochrolechia androgyna,(Hoffm.) Arnold,Powdery Saucer Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Ochrolechiaceae,NA,NA,Ochrolechia,androgyna,NA,NA,NA,accepted,203835,Ochrolechia androgyna,Ochrolechia androgyna,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Ochrolechia androgyna,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ochrolechia androgyna,Ochrolechia androgyna,LICHENS,LICHENS,NA
Ochrolechia farinacea,Howard,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Ochrolechiaceae,NA,NA,Ochrolechia,farinacea,NA,NA,NA,accepted,226111,Ochrolechia farinacea,Ochrolechia farinacea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Ochrolechia farinacea,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ochrolechia farinacea,Ochrolechia farinacea,LICHENS,LICHENS,NA
Ochrolechia laevigata,(Räsänen) Verseghy ex Kukwa,Smooth Saucer Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Ochrolechiaceae,NA,NA,Ochrolechia,laevigata,NA,NA,NA,accepted,179755,Ochrolechia laevigata,Ochrolechia laevigata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Ochrolechia laevigata,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ochrolechia laevigata,Ochrolechia laevigata,LICHENS,LICHENS,NA
Ochrolechia oregonensis,H. Magn.,Double-Rimmed Saucer Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Ochrolechiaceae,NA,NA,Ochrolechia,oregonensis,NA,NA,NA,accepted,124442,Ochrolechia oregonensis,Ochrolechia oregonensis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Ochrolechia oregonensis,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ochrolechia oregonensis,Ochrolechia oregonensis,LICHENS,LICHENS,NA
Ochrolechia pallescens,(L.) Körb.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Ochrolechiaceae,NA,NA,Ochrolechia,pallescens,NA,NA,NA,accepted,404238,Ochrolechia pallescens,Ochrolechia pallescens,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Ochrolechia pallescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Ochrolechia subpallescens,Vers.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Ostropomycetidae,NA,Pertusariales,NA,NA,NA,Ochrolechiaceae,NA,NA,Ochrolechia,subpallescens,NA,NA,NA,accepted,117862,Ochrolechia subpallescens,Ochrolechia subpallescens,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Ochrolechia subpallescens,NA,S5,Feb 2020,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ochrolechia subpallescens,Ochrolechia subpallescens,LICHENS,LICHENS,NA
Pannaria sp.,Del. ex Bory,Shingle Lichens,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Peltigerales,NA,NA,NA,Pannariaceae,NA,NA,Pannaria,NA,NA,NA,NA,accepted,69214,Pannaria,Pannaria,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
