"Scientific name","Authority","Common name","Provincial status","BC list","National status","SARA status"
"Galium odoratum","(L.) Scop.","Sweet Woodruff","SNA (2019)","Exotic","",""
"Galium trifidum ssp. columbianum","L.","threepetal bedstraw","S5 (2000)","Yellow","",""
"Galium triflorum","michx.","fragrant bedstraw","S5 (2019)","Yellow","",""
"Malva alcea","L.","Greater Musk-mallow","SNA (2019)","Exotic","",""
"Malva moschata","L.","musk mallow","SNA (2019)","Exotic","",""
"Malva neglecta","Wallr.","dwarf mallow","SNA (2019)","Exotic","",""
"Malva sylvestris","L.","Common Mallow","SNA (2019)","Exotic","",""
"Sidalcea hendersonii","S. Watson","Henderson's Checker-mallow","S3 (2021)","Blue","",""
"Oreopteris quelpartensis","(Christ) Holub","Queen's veil mountain fern","S4 (2019)","Yellow","",""
"Phegopteris connectilis","(Michx.) Watt","long beech fern","S5 (2019)","Yellow","",""
"Daphne laureola","L.","Spurge-laurel","SNA (2019)","Exotic","",""
"Claytonia exigua ssp. exigua","T. & G.","serpentine springbeauty","S4 (2020)","Yellow","",""
"Claytonia exigua ssp. glauca","(T.& G.) J.M.Miller & K. Chambers.","Glaucous Springbeauty","S4 (2020)","Yellow","",""
"Claytonia lanceolata","Pursh","Lanceleaf Springbeauty","S5 (2019)","Yellow","",""
"Claytonia parviflora var. parviflora","douglas ex hook.","Little-flower Springbeauty","S5 (2019)","Yellow","",""
"Claytonia perfoliata ssp. intermontana","(Donn ex Willdenow) John M. Miller & K. L. Chambers","miner’s lettuce","S2S3 (2018)","Blue","",""
"Claytonia perfoliata ssp. perfoliata","Donn ex Willd.","miner’s lettuce","S5 (2020)","Yellow","",""
"Claytonia rubra","(Howell) Tidest.","Redstem Springbeauty","S5? (2020)","Yellow","",""
"Claytonia sibirica","L.","Candy Flower","S5 (2019)","Yellow","",""
"Claytonia washingtoniana","(Suksd.) Suksd.","Washington Springbeauty","S3 (2022)","Blue","",""
"Montia diffusa","(Nutt.) Greene","Diffuse Montia","SU (2019)","Unknown","",""
"Montia fontana","L.","blinks","S5 (2019)","Yellow","",""
"Montia linearis","(Dougl.ex Hook.) Greene","Narrow-leaved Montia","S5 (2019)","Yellow","",""
"Montia parvifolia","(Moc. ex DC.) Greene","Small-leaved Blinks","S5 (2019)","Yellow","",""
"Ajuga reptans","L.","carpet bugle","SNA (2019)","Exotic","",""
"Clinopodium douglasii","(Benth.) Kuntze","yerba buena","S5 (2019)","Yellow","",""
"Galeopsis bifida","Boenn.","Bifid Hemp-nettle","SNA (2019)","Exotic","",""
"Galeopsis tetrahit","L.","Common hemp-nettle","SNA (2019)","Exotic","",""
"Glechoma hederacea","L.","ground-ivy","SNA (2019)","Exotic","",""
"Lamium galeobdolon","(L.) Crantz","yellow archangel","SNA (2019)","Exotic","",""
"Lamium hybridum","Vill.","cutleaf deadnettle","SNA (2000)","Exotic","",""
"Lamium purpureum","L.","red deadnettle","SNA (2019)","Exotic","",""
"Lycopus europaeus","L.","European water-horehound","SNA (2019)","Exotic","",""
"Lycopus uniflorus","Michx.","northern bugleweed","S5 (2019)","Yellow","",""
"Melissa officinalis","L.","lemon balm","SNA (2019)","Exotic","",""
"Mentha canadensis","L.","Canada mint","S5 (2019)","Yellow","",""
"Nepeta cataria","L.","Catnip","SNA (2019)","Exotic","",""
"Origanum vulgare","L.","Oregano","SNA (2019)","Exotic","",""
"Prunella vulgaris ssp. lanceolata","L. (W. Bartram) Hultén; L.","lance selfheal","S5 (2019)","Yellow","",""
"Prunella vulgaris ssp. vulgaris","L.","Eurasian Self-heal","SNA (2000)","Exotic","",""
"Scutellaria lateriflora","L.","side-flowering skullcap","S4 (2019)","Yellow","",""
"Stachys byzantina","K. Koch","woolly hedgenettle","SNA (2019)","Exotic","",""
"Stachys chamissonis var. cooleyae","Benth.; Benth. (A. Heller) G. Mulligan & D. Munro","Cooley's Hedge-nettle","S5 (2019)","Yellow","",""
"Calystegia sepium","(L.) R. Br.","hedge bindweed","SNA (2019)","Exotic","",""
"Calystegia silvatica ssp. silvatica","(Kit.) Griseb.","giant bindweed","SNA (2019)","Exotic","",""
"Arabidopsis lyrata ssp. kamchatica","(Fisch. ex DC.) K. Shimizu & Kudoh","Kamchatka Rockcress","S5 (2019)","Yellow","",""
"Arabidopsis thaliana","(L.) Heynh.","mouse-ear cress","SNA (2019)","Exotic","",""
"Arabis eschscholtziana","Andrz.","Eschscholtz's hairy rockcress","S5 (2019)","Yellow","",""
"Armoracia rusticana","G.Gaertn., B.Mey. & Scherb.","Horseradish","SNA (2019)","Exotic","",""
"Barbarea orthoceras","Ledeb.","American yellowrocket","S5 (2019)","Yellow","",""
"Barbarea verna","(P. Mill.) Asch.","land cress","SNA (2019)","Exotic","",""
"Barbarea vulgaris","W.T. Aiton","bitter wintercress","SNA (2019)","Exotic","",""
"Boechera calderi","(G. A. Mulligan) Windham & Al-Shehbaz","Calder's rockcress","S5 (2019)","Yellow","",""
"Boechera lyallii","(S. Watson) Dorn","Lyall's rockcress","S5 (2019)","Yellow","",""
"Boechera stricta","(Graham) Al-Shehbaz","drummond's rockcress","S5 (2019)","Yellow","",""
"Brassica napus","L.","rapeseed","SNA (2019)","Exotic","",""
"Brassica oleracea var. oleracea","L.","Wild Cabbage","SNA (2019)","Exotic","",""
"Brassica rapa","L.","field mustard","SNA (2019)","Exotic","",""
"Cakile edentula ssp. edentula","Bigelow) Hook.","Eastern Searocket","SNA (2019)","Exotic","",""
"Capsella bursa-pastoris","(L.) Medik.","shepherd's-purse","SNA (2019)","Exotic","",""
"Cardamine breweri","S. Watson","Brewer's bittercress","S4S5 (2019)","Yellow","",""
"Cardamine flexuosa","With.","wavy bittercress","SNA (2019)","Exotic","",""
"Cardamine hirsuta","L.","hairy bittercress","SNA (2019)","Exotic","",""
"Cardamine oligosperma","Nutt.","little western bittercress","S5 (2019)","Yellow","",""
"Cardamine pensylvanica","Muhl. ex Willd","Pennsylvania Bittercress","S5 (2019)","Yellow","",""
"Cardamine umbellata","Greene","Siberian bittercress","S5 (2019)","Yellow","",""
"Diplotaxis tenuifolia","(L.) DC.","Perennial Wall-rocket","SNA (2019)","Exotic","",""
"Draba albertina","Greene","Slender Draba","S5 (2019)","Yellow","",""
"Draba aurea","Vahl","Golden Draba","S5 (2019)","Yellow","",""
"Draba incerta","Pays.","Yellowstone Whitlow-grass","S5 (2019)","Yellow","",""
"Draba lonchocarpa","Rydb.","spear-fruited draba","S5 (2019)","Yellow","",""
"Draba praealta","Greene","tall draba","S5 (2025)","Yellow","",""
"Draba stenoloba","Ledeb.","Alaska Draba","S5 (2019)","Yellow","",""
"Draba verna","L.","Common Whitlowgrass","SNA (2019)","Exotic","",""
"Hesperis matronalis","L.","dame's rocket","SNA (2019)","Exotic","",""
"Lepidium campestre","(L.) W.T. Aiton","field peppergrass","SNA (2019)","Exotic","",""
"Lepidium didymum","L.","Lesser swine-cress","SNA (2019)","Exotic","",""
"Lepidium heterophyllum","Benth.","Smith's Cress","SNA (2019)","Exotic","",""
"Lepidium virginicum ssp. menziesii","L.","Menzies' pepperweed","S5 (2019)","Yellow","",""
"Lobularia maritima","(L.) Desv.","sweet alyssum","SNA (2019)","Exotic","",""
"Lunaria annua","L.","Annual Honesty","SNA (2019)","Exotic","",""
"Nasturtium officinale","W.T. Aiton","watercress","SNA (2019)","Exotic","",""
"Physaria arctica","(Wormsk. ex Hornem.) O'Kane & Shehbaz.","Arctic Bladderpod","S3S4 (2019)","Yellow","",""
"Rorippa alpina","(S.Watson) Rydb.","alpine yellowcress","S2S3 (2025)","Blue","",""
"Rorippa curvipes","Greene","Rocky Mountain Yellowcress","S5 (2019)","Yellow","",""
"Rorippa curvisiliqua","(Hook.) Bessey ex Britt.","curvepod yellowcress","S5 (2019)","Yellow","",""
"Rorippa palustris ssp. palustris","(L.) Besser","Bog Yellowcress","S5 (2019)","Yellow","",""
"Sisymbrium officinale","(L.) Scop.","Hedge mustard","SNA (2019)","Exotic","",""
"Teesdalia nudicaulis","(L.) W.T.Aiton","Shepherd's Cress","SNA (2019)","Exotic","",""
"Turritis glabra","L.","Tower Mustard","S5 (2019)","Yellow","",""
"Urtica gracilis ssp. gracilis","Aiton","American stinging nettle","S5 (2019)","Yellow","",""
"Solanum americanum","Mill.","American black nightshade","SNA (2019)","Exotic","",""
"Solanum dulcamara","L.","bittersweet nightshade","SNA (2019)","Exotic","",""
"Solanum emulans","Raf.","eastern black nightshade","SNA (2019)","Exotic","",""
"Solanum nigrum","L.","black nightshade","SNA (2008)","Exotic","",""
"Elaeagnus umbellata","Thunb.","autumn olive","SNA (2019)","Exotic","",""
"Shepherdia canadensis","(L.) Nutt.","Canadian buffalo-berry","S5 (2019)","Yellow","",""
"Fraxinus excelsior","L.","European ash","SNA (2019)","Exotic","",""
"Ligustrum vulgare","L.","Common Privet","SNA (2019)","Exotic","",""
"Syringa vulgaris","L.","common lilac","SNA (2019)","Exotic","",""
"Calypso bulbosa var. occidentalis","(L.) Oakes","Western Fairy-slipper","S5 (2020)","Yellow","",""
"Corallorhiza maculata","(Raf.) Raf.","spotted coralroot","S3S5 (2020)","Yellow","",""
"Corallorhiza mertensiana","Bong","Pacific coralroot","S5 (2019)","Yellow","",""
"Corallorhiza striata var. striata","Lindl.","striped coralroot","S5 (2019)","Yellow","",""
"Corallorhiza trifida","Châtel.","northern coralroot","S5 (2019)","Yellow","",""
"Cypripedium montanum","Douglas ex Lindl.","mountain lady's-slipper","S4S5 (2019)","Yellow","",""
"Epipactis helleborine","(L.) Crantz","Broad-leaved helleborine","SNA (2019)","Exotic","",""
"Goodyera oblongifolia","Raf.","Western Rattlesnake Plantain","S5 (2019)","Yellow","",""
"Neottia banksiana","(Lind.) Rchb. f.","Northwestern Twayblade","S5 (2019)","Yellow","",""
"Neottia cordata","(L) Rchb.","Heartleaf Twayblade","S5 (2019)","Yellow","",""
"Platanthera aquilonis","Sheviak","north wind bog orchid","S5 (2019)","Yellow","",""
"Platanthera dilatata","(Pursh) Lindl. ex L.C. Beck","white bog orchid","S5 (2020)","Yellow","",""
"Platanthera elegans ssp. elegans","Lindl.","elegant piperia","S4 (2019)","Yellow","",""
"Platanthera elongata","(Rydb.) R.M.Bateman","Denseflower Rein Orchid","S3S4 (2019)","Yellow","",""
"Platanthera orbiculata","(Pursh) Lindl.","Round-leaved Bog Orchid","S5 (2019)","Yellow","",""
"Platanthera stricta","Lindl.","Slender Bog Orchid","S5 (2019)","Yellow","",""
"Platanthera unalascensis","(Spreng.) Kurtz","Alaska Rein Orchid","S5 (2019)","Yellow","",""
"Spiranthes romanzoffiana","Cham.","Hooded Ladies' Tresses","S5 (2019)","Yellow","",""
"Acmispon parviflorus","(Benth.) D.D. Sokoloff","Short-flower Deervetch","S4S5 (2019)","Yellow","",""
"Cytisus scoparius","(L.) Link","Scotch Broom","SNA (2019)","Exotic","",""
"Hosackia pinnata","(Hooker) Abrams","Meadow Bird's Foot Trefoil","S2? (2019)","Red","Endangered (2004)","S1: Endangered (2005)"
"Laburnum anagyroides","Medik.","Common Laburnum","SNA (2019)","Exotic","",""
"Lathyrus japonicus","Willd.","seaside pea","S5 (2019)","Yellow","",""
"Lathyrus latifolius","L.","broad-leaved sweet pea","SNA (2019)","Exotic","",""
"Lathyrus nevadensis var. nevadensis","S. Watson","Sierra pea","S5 (2000)","Yellow","",""
"Lathyrus palustris","L.","marsh pea","S4S5 (2019)","Yellow","",""
"Lathyrus sylvestris","L.","Narrow-leaved Everlasting-pea","SNA (2019)","Exotic","",""
"Lotus corniculatus","L.","bird's-foot trefoil","SNA (2019)","Exotic","",""
"Lupinus arcticus ssp. subalpinus","S. Watson","Subalpine Lupine","S5 (2000)","Yellow","",""
"Lupinus latifolius ssp. latifolius","Lindl. ex J.Agardh; Lindl. ex J. Agardh","broadleaf lupine","S5 (2019)","Yellow","",""
"Lupinus lepidus var. lobbii","Douglas ex Lindl.; (S. Watson) C. L. Hitchc.","Lobb's lupine","S4S5 (2019)","Yellow","",""
"Lupinus littoralis","Dougl.","Seashore Lupine","S5 (2019)","Yellow","",""
"Lupinus polyphyllus ssp. polyphyllus","Lindl.","bigleaf lupine","S4 (2001)","Yellow","",""
"Medicago lupulina","L.","Black Medick","SNA (2019)","Exotic","",""
"Medicago polymorpha","L.","bur clover","SNA (2019)","Exotic","",""
"Medicago sativa ssp. sativa","L.","Lucerne","SNA (2000)","Exotic","",""
"Melilotus albus","Medik.","White Sweetclover","SNA (2019)","Exotic","",""
"Melilotus officinalis","(L.) Lam.","Yellow Sweetclover","SNA (2019)","Exotic","",""
"Robinia pseudoacacia","L.","black locust","SNA (2019)","Exotic","",""
"Securigera varia","L.","purple crownvetch","SNA (2019)","Exotic","",""
"Trifolium aureum","Pollich","large hop clover","SNA (2019)","Exotic","",""
"Trifolium campestre","Schreb.","hop trefoil","SNA (2019)","Exotic","",""
"Trifolium dubium","Sibth","Lesser hop trefoil","SNA (2019)","Exotic","",""
"Trifolium hybridum","L.","Alsike clover","SNA (2019)","Exotic","",""
"Trifolium microdon","H. & A.","thimble clover","S5 (2019)","Yellow","",""
"Trifolium oliganthum","Steud.","few-flowered clover","S5 (2019)","Yellow","",""
"Trifolium pratense","L.","Red Clover","SNA (2019)","Exotic","",""
"Trifolium repens","L.","white clover","SNA (2019)","Exotic","",""
"Trifolium variegatum","Nutt.","white-tipped clover","S5 (2019)","Yellow","",""
"Trifolium willdenovii","Spreng.","tomcat clover","S5 (2019)","Yellow","",""
"Trifolium wormskioldii","Lehm.","springbank clover","S5 (2019)","Yellow","",""
"Ulex europaeus","L.","gorse","SNA (2019)","Exotic","",""
"Vicia americana","Muhl. ex Willd.","American vetch","S5 (2019)","Yellow","",""
"Vicia cracca","L.","tufted vetch","SNA (2019)","Exotic","",""
"Vicia gigantea","Hook.","giant vetch","S5 (2019)","Yellow","",""
"Vicia hirsuta","(L.) Gray","Hairy tare","SNA (2019)","Exotic","",""
"Vicia sativa","L.","Common Vetch","SNA (2007)","Exotic","",""
"Collomia grandiflora","Douglas ex Lindl.","grand collomia","S5 (2019)","Yellow","",""
"Collomia heterophylla","Douglas ex Hook.","variableleaf collomia","S5 (2019)","Yellow","",""
"Microsteris gracilis","(hook.) greene","slender phlox","S5 (2019)","Yellow","",""
"Phlox diffusa ssp. longistylis","Benth.","spreading phlox","S5 (2019)","Yellow","",""
"Polemonium viscosum","Nutt.","sky pilot","S4S5 (2019)","Yellow","",""
"Abies amabilis","Douglas ex J. Forbes","Pacific silver fir","S5 (2019)","Yellow","",""
"Abies grandis","(Douglas ex D. Don) Lindl.","grand fir","S5 (2019)","Yellow","",""
"Abies lasiocarpa","(Hooker) Nuttall","subalpine fir","S5 (2019)","Yellow","",""
"Picea engelmannii","Parry ex Engelm","Engelmann spruce","S5 (2019)","Yellow","",""
"Picea sitchensis","(Bong.) Carrière","Sitka spruce","S5 (2019)","Yellow","",""
"Pinus albicaulis","Engelm.","Whitebark Pine","S2S3 (2019)","Blue","Endangered (2010)","S1: Endangered (2012)"
"Pinus contorta var. contorta","Douglas","Shore Pine","S5 (2020)","Yellow","",""
"Pinus monticola","Douglas ex. D. Don","western white pine","S4 (2019)","Yellow","",""
"Pseudotsuga menziesii var. menziesii","(Mirb.) Franco","Coast Douglas-fir","S5 (2000)","Yellow","",""
"Tsuga heterophylla","(Raf.) Sarg.","western hemlock","S5 (2019)","Yellow","",""
"Tsuga mertensiana","(Bong.) Carr.","mountain hemlock","S5 (2019)","Yellow","",""
"Atocion armeria","(L.) Raf.","Sweet William Catchfly","SNA (2019)","Exotic","",""
"Cerastium arvense ssp. strictum","(l.) Ugborogho","field mouse-ear chickweed","S5 (2020)","Yellow","",""
"Cerastium fontanum","Baumg.","Common mouse-ear chickweed","SNA (2019)","Exotic","",""
"Cerastium glomeratum","Thuill.","Sticky mouse-ear chickweed","SNA (2019)","Exotic","",""
"Cerastium holosteoides","Fr.","Common mouse-ear chickweed","SNA (2019)","Exotic","",""
"Cerastium nutans var. nutans","Raf.","nodding chickweed","S5 (2019)","Yellow","",""
"Cerastium tomentosum","L.","Snow-in-summer","SNA (2019)","Exotic","",""
"Cherleria biflora","(L.) A.J.Moore & Dillenb.","Mountain Stitchwort","S5 (2019)","Yellow","",""
"Cherleria obtusiloba","(Rydb.) A. J. Moore & Dillenb.","alpine sandwort","S5 (2019)","Yellow","",""
"Dianthus armeria","L.","Deptford pink","SNA (2019)","Exotic","",""
"Dianthus barbatus ssp. barbatus","L.","sweet william","SNA (2019)","Exotic","",""
"Honckenya peploides ssp. major","(L.) Ehrh.","Pacific Sea Sandwort","S5 (2019)","Yellow","",""
"Moehringia macrophylla","(Hook.) Fenzl","Largeleaf Sandwort","S5 (2019)","Yellow","",""
"Sabulina macra","(Liebm.) Dillenb. & Kadereit","Slender Stitchwort","S5 (2019)","Yellow","",""
"Sabulina rubella","(Wahlenb.) Dillenb. & Kadereit","Beautiful Sandwort","S5 (2019)","Yellow","",""
"Sagina maxima ssp. crassicaulis","A. Gray; A. Gray (S. Watson) Crow","thick-stemmed pearlwort","S5 (2000)","Yellow","",""
"Sagina procumbens","L.","Procumbent Pearlwort","SNA (2019)","Exotic","",""
"Sagina saginoides","(L.) H. Karsten","Alpine Pearlwort","S5 (2019)","Yellow","",""
"Saponaria officinalis","L.","common soapwort","SNA (2019)","Exotic","",""
"Silene acaulis","(L.) Jacq.","Moss Campion","S5 (2019)","Yellow","",""
"Silene coronaria","(L.) Desr.","Rose campion","SNA (2019)","Exotic","",""
"Silene dioica","(L.) Clairv.","red campion","SNA (2019)","Exotic","",""
"Silene latifolia","Poir.","white campion","SNA (2019)","Exotic","",""
"Silene menziesii","Hook.","Menzies' Catchfly","S5 (2019)","Yellow","",""
"Silene parryi","(S. Watson) C.L. Hitchc. & Maguire","Parry's Campion","S5 (2019)","Yellow","",""
"Silene vulgaris","(Moench) Garcke","bladder campion","SNA (2019)","Exotic","",""
"Spergula arvensis","L.","Corn spurrey","SNA (2019)","Exotic","",""
"Spergularia canadensis var. occidentalis","(Pers.) G.Don","western sand-spurrey","S5 (2019)","Yellow","",""
"Spergularia macrotheca var. macrotheca","(Hornem.) Heynh.","Beach Sandspurry","S4? (2019)","Yellow","",""
"Spergularia marina","J. & K. Presl","Saltmarsh Sand Spurry","SNA (2019)","Exotic","",""
"Spergularia rubra","(L.) J. Presl & K. Presl","Red Sand Spurrey","SNA (2019)","Exotic","",""
"Stellaria borealis","Bigelow","Boreal starwort","S5 (2000)","Yellow","",""
"Stellaria calycantha","(Ledeb.) Bong.","northern starwort","S5 (2019)","Yellow","",""
"Stellaria crassifolia","Ehrh.","Fleshy Stitchwort","S5 (2019)","Yellow","",""
"Stellaria crispa","Cham. & Schltdl.","Crisp Starwort","S5 (2019)","Yellow","",""
"Stellaria humifusa","Rottb.","Creeping Sandwort","S5 (2019)","Yellow","",""
"Stellaria longifolia","Muhl. ex Willd.","long-leaved starwort","S5 (2019)","Yellow","",""
"Stellaria longipes ssp. longipes","Goldie","goldie's starwort","S5 (2019)","Yellow","",""
"Stellaria media","(L.) Vill.","common chickweed","SNA (2019)","Exotic","",""
"Stellaria sitchana","Steud.","Sitka starwort","S5 (2000)","Yellow","",""
"Callitriche heterophylla var. bolanderi","Pursh (Hegelm.) Calder & Roy L. Taylor","Large Water-starwort","S5 (2019)","Yellow","",""
"Callitriche heterophylla var. heterophylla","Pursh","Northern Water-starwort","S5 (2019)","Yellow","",""
"Callitriche palustris","L.","Narrow-fruited Water-starwort","S5 (2019)","Yellow","",""
"Callitriche stagnalis","Scop.","Pond water-starwort","SNA (2019)","Exotic","",""
"Collinsia grandiflora","Lindl.","Giant Blue-eyed Mary","S5 (2025)","Yellow","",""
"Collinsia parviflora","Lindl.","small-flowered blue-eyed mary","S5 (2019)","Yellow","",""
"Cymbalaria muralis ssp. muralis","G. Gaertn., B. Mey. & Scherb.","ivy-leaved toadflax","SNA (2021)","Exotic","",""
"Digitalis purpurea ssp. purpurea","L.","foxglove","SNA (2019)","Exotic","",""
"Gratiola ebracteata","Benth. ex A.DC.","bractless hedge-hyssop","S5 (2019)","Yellow","",""
"Hippuris montana","Ledeb. ex Rchb.","Mountain Mare's-tail","S5 (2019)","Yellow","",""
"Hippuris vulgaris","L.","Common Mare's Tail","S5 (2019)","Yellow","",""
"Linaria canadensis","(L.) Dum.Cours.","Canada toadflax","SNA (2019)","Exotic","",""
"Linaria dalmatica","(L.) Mill.","Balkan toadflax","SNA (2019)","Exotic","",""
"Linaria purpurea","(L.) Mill.","Purple Toadflax","SNA (2019)","Exotic","",""
"Linaria vulgaris","Mill.","common toadflax","SNA (2019)","Exotic","",""
"Nothochelone nemorosa","(Dougl. ex Lindl.) Straw","Woodland Beardtongue","S4 (2021)","Yellow","",""
"Penstemon albertinus","Nutt.","Alberta Beardtongue","S4 (2019)","Yellow","",""
"Penstemon davidsonii var. menziesii","Greene; (Keck) Cronq.","Creeping Beardtongue","S5 (2020)","Yellow","",""
"Penstemon procerus var. tolmiei","Douglas ex Graham; (Hook.) Cronquist","Tolmie's Beardtongue","S4S5 (2020)","Yellow","",""
"Penstemon serrulatus","Menzies ex Sm.","Cascade Beardtongue","S5 (2019)","Yellow","",""
"Plantago elongata","Pursh","Coastal Plantain","S5 (2019)","Yellow","",""
"Plantago lanceolata","L.","ribwort plantain","SNA (2019)","Exotic","",""
"Plantago macrocarpa","Cham. & Schltdl.","Alaska Plantain","S5 (2019)","Yellow","",""
"Plantago major","L.","greater plantain","SNA (2024)","Exotic","",""
"Plantago maritima","L.","Sea Plantain","S5 (2019)","Yellow","",""
"Veronica americana","Schwein ex. Benth.","American brooklime","S5 (2019)","Yellow","",""
"Veronica arvensis","L.","corn speedwell","SNA (2019)","Exotic","",""
"Veronica filiformis","Sm.","Slender speedwell","SNA (2019)","Exotic","",""
"Veronica officinalis","L.","heath speedwell","SNA (2019)","Exotic","",""
"Veronica peregrina var. xalapensis","L.","hairy purslane speedwell","S5 (2025)","Yellow","",""
"Veronica persica","Poir.","bird's-eye speedwell","SNA (2019)","Exotic","",""
"Veronica scutellata","L.","Marsh Speedwell","S5 (2019)","Yellow","",""
"Veronica serpyllifolia","L.","thyme-leaved speedwell","SNA (2000)","Exotic","",""
"Veronica wormskjoldii ssp. alterniflora","Roem. & Schult.","Wormskjold's speedwell","S5 (2019)","Yellow","",""
"Polypodium amorphum","Suksdorf","irregular polypody","S5 (2019)","Yellow","",""
"Polypodium glycyrrhiza","D.C. Eaton","licorice fern","S5 (2019)","Yellow","",""
"Polypodium hesperium","Maxon","western polypody","S5 (2019)","Yellow","",""
"Potamogeton amplifolius","Tuck.","Broad-leaved Pondweed","S5 (2019)","Yellow","",""
"Potamogeton berchtoldii","Fieber","Berchtold's pondweed","S5 (2020)","Yellow","",""
"Potamogeton epihydrus","Raf.","ribbon-leaved pondweed","S5 (2019)","Yellow","",""
"Potamogeton foliosus","Raf.","leafy pondweed","S5 (2019)","Yellow","",""
"Potamogeton natans","L.","floating-leaved pondweed","S5 (2019)","Yellow","",""
"Potamogeton praelongus","Wulfen","white-stemmed pondweed","S5 (2019)","Yellow","",""
"Potamogeton pusillus","L.","small pondweed","S5 (2019)","Yellow","",""
"Zannichellia palustris","L.","Horned Pondweed","S5 (2019)","Yellow","",""
"Capnoides sempervirens","(L.) Pers.","rock harlequin","S5 (2019)","Yellow","",""
"Chelidonium majus","L.","Greater celandine","SNA (2019)","Exotic","",""
"Corydalis scouleri","Hook.","Scouler's Corydalis","S3S4 (2019)","Yellow","",""
"Dicentra formosa ssp. formosa","(Haw.) Walp.","Pacific bleeding heart","S5 (2019)","Yellow","",""
"Eschscholzia californica","Cham.","California poppy","SNA (2019)","Exotic","",""
"Fumaria muralis","W.D.J.Koch","common ramping-fumitory","SNA (2019)","Exotic","",""
"Fumaria officinalis","L.","Common Fumitory","SNA (2019)","Exotic","",""
"Papaver cambricum","L.","Welsh Poppy","SNA (2019)","Exotic","",""
"Papaver rhoeas","L.","common poppy","SNA (2019)","Exotic","",""
"Cyclamen hederifolium","Aiton","Ivy-leaved cyclamen","SNA (2019)","Exotic","",""
"Lysimachia arvensis","(L.) U.Manns & Anderb.","scarlet pimpernel","SNA (2019)","Exotic","",""
"Lysimachia europaea ssp. arctica","(L.) U. Manns & Anderb. (for sp. level)","arctic starflower","S4S5 (2015)","Yellow","",""
"Lysimachia latifolia","(Hook.) Cholewa","Western Starflower","S4S5 (2015)","Yellow","",""
"Lysimachia maritima","(L.) Galasso, Banfi & Soldano","Sea Milkwort","S5 (2019)","Yellow","",""
"Lysimachia nummularia","L.","creeping Jenny","SNA (2019)","Exotic","",""
"Lysimachia punctata","L.","Dotted Loosestrife","SNA (2019)","Exotic","",""
"Lysimachia thyrsiflora","L.","Tufted Loosestrife","S5 (2019)","Yellow","",""
"Primula pauciflora var. cusickii","(Greene) A.R. Mast & Reveal","Cusick's Shooting Star","S5 (2012)","Yellow","",""
"Primula pauciflora var. macrocarpa","(Greene) A.R. Mast & Reveal","Alaskan shooting-star","SU (2012)","Unknown","",""
"Primula pauciflora var. pauciflora","(Greene) A.R. Mast & Reveal","few-flowered primrose","S5 (2012)","Yellow","",""
"Portulaca oleracea","L.","Common Purslane","SNA (2019)","Exotic","",""
"Ailanthus altissima","(Mill.) Swingle","tree-of-heaven","SNA (2019)","Exotic","",""
"Isoetes occidentalis","Henderson","western quillwort","S5 (2019)","Yellow","",""
"Alchemilla mollis","(Buser) Rothm.","Garden Lady's-mantle","SNA (2019)","Exotic","",""
"Alchemilla monticola","Opiz, 1838","Velvet Lady's-mantle","SNA (2019)","Exotic","",""
"Amelanchier alnifolia","(Nutt.) Nutt. ex M. Roem.","Saskatoon","S5 (2020)","Yellow","",""
"Aphanes arvensis","L.","Field Parsley Piert","SNA (2019)","Exotic","",""
"Aphanes occidentalis","(Nutt.) Rydb.","Field Parsley Piert","S5 (2019)","Yellow","",""
"Argentina anserina ssp. anserina","(L.) Rydb.","silverweed cinquefoil","S5 (2020)","Yellow","",""
"Argentina pacifica","(Howell) Rydb.","Pacific silverweed","S5 (2020)","Yellow","",""
"Aruncus dioicus var. acuminatus","(Douglas ex Hook.) H.Hara","Common Goat's-beard","S5 (2019)","Yellow","",""
"Comarum palustre","L.","marsh cinquefoil","S5 (2019)","Yellow","",""
"Cotoneaster bullatus","Bois","Hollyberry Cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster coriaceus","Franch.","Late cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster dammeri","C.K. Schneid.","Bearberry Cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster dielsianus","E. Pritz. ex Diels","Diels' Cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster divaricatus","Rehder & E.H. Wils.","Spreading Cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster franchetii","Bois","Franchet's cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster hjelmqvistii","Flinck & B.Hylmö","Hjelmqvist's Cotoneaster","SNA (2024)","Exotic","",""
"Cotoneaster horizontalis","Decne.","Wall cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster rehderi","Pojark.","Bullate Cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster salicifolius","Franch.","Willow-leaved Cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster simonsii","Baker","Himalayan cotoneaster","SNA (2019)","Exotic","",""
"Cotoneaster sternianus","(Turrill) Boom","Stern's Cotoneaster","SNA (2019)","Exotic","",""
"Crataegus douglasii","Lindl.","Black Hawthorn","S5 (2019)","Yellow","",""
"Crataegus monogyna var. monogyna","Jacq.","common hawthorn","SNA (2019)","Exotic","",""
"Dasiphora fruticosa","(L.) Rydb.","shrubby cinquefoil","S5 (2019)","Yellow","",""
