scientificName,polygon,recordedBy,eventDate,datasetName,locality,
Pseudotsuga menziesii,1,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Holodiscus discolor,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Mahonia nervosa,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rosa nootkensis,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindberia praelonga,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pteridium aquilinum,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus spectabilis,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rhamnus purshiana,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lonicera ciliosa,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus discolor,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Salix scouleriana,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Achlys triphylla,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lactuca muralis,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Symphorocarpus albus,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus ursinus,24,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pseudotsuga menziesii,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Thuja plicata,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Alnus rubra,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Abies grandis,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Tsuga heterophylla,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Acer macrophyllum,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Trientalis latifolia,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Mahonia nervosa,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia oregana,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia praelonga,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pteridium aquilinum,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus spectabilis,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Climacium dendroides,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Plagiothecium undulatum,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Plagiomnium insigne,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Neckera Douglasii,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Achlys triphylla,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lactuca muralis,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Vaccinium parvaflorum,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus ursinus,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Isothecium myosuroides,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Metaneckera menziesii,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rhytidiadelphus triquetrus,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Equisetum arvense,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Carex spp.,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Grass spp.,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Galium trifidum,25,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pseudotsuga menziesii,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Thuja plicata,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Alnus rubra,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Abies grandis,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Acer macrophyllum,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Trientalis latifolia,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Mahonia nervosa,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia oregana,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia praelonga,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rhyzomnium glabrescens,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pseudotaxiphyllum elegans,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Achlys triphylla,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lactuca muralis,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Vaccinium parvaflorum,26,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Alnus rubra,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Abies grandis,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,Drier CDFmm06 sites
Thuja plicata,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Psuedotsuga menziesii,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus spectabilis,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Stachys spp.,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Plagiomnium insigne,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia oregana,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia praelonga,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Achlys triphylla,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Urtica dioica,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Carex opnupta,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Equisetum arvense,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Atherium felix-femina,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Vaccinium parvaflorum,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus ursinus,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Carex spp.,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Sambucus racemosa,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Oenanthe sarmentosa,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,Flooded area
Lactuca muralis,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Tellima grandiflora,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Porella navicularis,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,On salmonberry branches
Rhyzomnium glabrescens,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Climacium dendroides,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rhytidiadelphus loreus,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rhytidiadelphus triquetrus,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Plagiothecium undulatum,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Isothecium myosuroides,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Hylocomnium splendens,27,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Alnus rubra,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Abies grandis,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Thuja plicata,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Acer macrophyllum,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Psuedotsuga menziesii,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus spectabilis,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Polystichum munitum,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Cornus stolonifera,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Plagiomnium insigne,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia oregana,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindbergia praelonga,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Achlys triphylla,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Urtica dioica,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Carex opnupta,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Equisetum arvense,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pteridium aquilinum,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Vaccinium parvaflorum,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus ursinus,28,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pseudotsuga menziesii,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Thuja plicata,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Alnus rubra,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Arbutus menziesii,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Acer macrophyllum,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Prunus emarginata,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Gaultheria shallon,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Mahonia nervosa,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Galium trifidum,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Kindberia oregona,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Pteridium aquilinum,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Grass spp.,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lonicera hispidula,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Lonicera ciliosa,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Rubus discolor,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Cytisus scoparius,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
Achlys triphylla,29,Keith Erikson,09/2009-12/2009,Crystal Mountain Ecosystem-based Land-use Plan,Galiano Island; Crystal Mountain; Parcel A of DL89 except part in plan 27287 & Lot 9 Plan 31200 DL90,
