Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Pheucticus ludovicianus,"(Linnaeus, 1766)",NA,rose-breasted grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Pheucticus,ludovicianus,NA,,NA,native,S4S5B (2015),NA,new 2020,observed,,,,,NA,2020-05-23,Mark Webber,iNat:47183074,“vagrant” species on southern Vancouver Island checklist,10271,BIR,accepted,10271,Pheucticus ludovicianus,Pheucticus ludovicianus,Pheucticus ludovicianus
Pheucticus melanocephalus,"(Swainson, 1827)",NA,black-headed grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Pheucticus,melanocephalus,NA,,NA,native,S5B (2016),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-05-14,Sarah Tweedale,iNat:4039998,,10274,BIR,accepted,10274,Pheucticus melanocephalus,Pheucticus melanocephalus,Pheucticus melanocephalus
Pica hudsonia,"Sabine, 1823",NA,black-billed magpie,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,Pica,hudsonia,NA,,NA,native,S5 (2015),NA,new 2020,observed,,,,,NA,2020-04-18,Michael Hoebel,iNat:42526363,“accidental” species on the southern Vancouver Island checklist,143853,BIR,accepted,143853,Pica hudsonia,Pica hudsonia,Pica hudsonia
Pipilo maculatus,"Swainson, 1827",NA,spotted towhee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Pipilo,maculatus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-07-07,Dan MacNeal,iNat:18609827,,9420,BIR,accepted,9420,Pipilo maculatus,Pipilo maculatus,Pipilo maculatus
Piranga ludoviciana,"(Wilson, 1811)",NA,western tanager,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Piranga,ludoviciana,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-07-07,Dan MacNeal,iNat:18609823,,9919,BIR,accepted,9919,Piranga ludoviciana,Piranga ludoviciana,Piranga ludoviciana
Podiceps auritus,"(Linnaeus, 1758)",NA,horned grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,auritus,NA,,NA,native,"S4B, SNRN (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-01-04,Michael Hoebel,iNat:4046939,,4209,BIR,accepted,4209,Podiceps auritus,Podiceps auritus,Podiceps auritus
Podiceps grisegena,"(Boddaert, 1783)",NA,red-necked grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,grisegena,NA,,NA,native,S5?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2022-09-02,Liam Steele,iNat:135679353,,4224,BIR,accepted,4224,Podiceps grisegena,Podiceps grisegena,Podiceps grisegena
Podiceps nigricollis,"Brehm, 1831",NA,eared grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,nigricollis,NA,,NA,native,S3B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,4205,Podiceps nigricollis,,
Podilymbus podiceps,"(Linnaeus, 1758)",NA,pied-billed grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podilymbus,podiceps,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2020-07-04,blakedanis,iNat:51983215,,4246,BIR,accepted,4246,Podilymbus podiceps,Podilymbus podiceps,Podilymbus podiceps
Poecile rufescens,"(Townsend, 1837)",NA,chestnut-backed chickadee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,Poecile,rufescens,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-07-25,lesfreck,iNat:86518608,,144820,BIR,accepted,144820,Poecile rufescens,Poecile rufescens,Poecile rufescens
Progne subis,"(Linnaeus, 1758)",NA,purple martin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Progne,subis,NA,,NA,native,S3B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-21,Peter Taylor,iNat:103195944,,11867,BIR,accepted,11867,Progne subis,Progne subis,Progne subis
Psaltriparus minimus,"(Townsend, 1837)",NA,bushtit,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Aegithalidae,,,Psaltriparus,minimus,NA,,NA,native,S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-04-14,Michael Hoebel,iNat:4046836,,7266,BIR,accepted,7266,Psaltriparus minimus,Psaltriparus minimus,Psaltriparus minimus
Rallus limicola,"Vieillot, 1819",NA,Virginia rail,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Rallidae,,,Rallus,limicola,NA,,NA,native,S4S5 (2015),NA,new 2016,observed,,,,,NA,2016-09-07,Romayne Galager,iNat:4112274,,243,BIR,accepted,243,Rallus limicola,Rallus limicola,Rallus limicola
Regulus satrapa,"(Lichtenstein, 1823)",NA,golden-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,Regulus,satrapa,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2009-07-26,Cameron Deckert,iNat:19139375,,117100,BIR,accepted,117100,Regulus satrapa,Regulus satrapa,Regulus satrapa
Selasphorus rufus,"(Gmelin, 1788)",NA,rufous hummingbird,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Trochilidae,,,Selasphorus,rufus,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2003-07-30,Shera Street,iNat:2635133,,6363,BIR,accepted,6363,Selasphorus rufus,Selasphorus rufus,Selasphorus rufus
Setophaga coronata auduboni,"(Townsend, 1837)",NA,Audubon's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,coronata,NA,auduboni,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-26,Sarah Tweedale,iNat:2928685,,126562,BIR,accepted,126562,Setophaga coronata auduboni,Setophaga coronata auduboni,Setophaga coronata auduboni
Setophaga coronata coronata,"(Linnaeus, 1766)",NA,myrtle warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,coronata,NA,coronata,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-01,Michael Hoebel,iNat:19562466,,132704,BIR,accepted,132704,Setophaga coronata coronata,Setophaga coronata coronata,Setophaga coronata coronata
Setophaga nigrescens,"(Townsend, 1837)",NA,black-throated gray warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,nigrescens,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-05-10,Michael Hoebel,iNat:4046971,,145254,BIR,accepted,145254,Setophaga nigrescens,Setophaga nigrescens,Setophaga nigrescens
Setophaga petechia,"(Linnaeus, 1766)",NA,yellow warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,petechia,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2023-05-28,Zeke Gilmore,iNat:165237907,,145238,BIR,accepted,145238,Setophaga petechia,Setophaga petechia,Setophaga petechia
Setophaga townsendi,"(Townsend, 1837)",NA,Townsend's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,townsendi,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-04-21,Michael Hoebel,iNat:19548141,,145255,BIR,accepted,145255,Setophaga townsendi,Setophaga townsendi,Setophaga townsendi
Sialia currucoides,"(Bechstein, 1798)",NA,mountain bluebird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Sialia,currucoides,NA,,NA,native,S4S5B (2015),NA,new 2023,observed,,,,,NA,2023-04-26,Kevin Toomer,iNat:156826200,,12936,BIR,accepted,12936,Sialia currucoides,Sialia currucoides,Sialia currucoides
Sitta canadensis,"Linnaeus, 1766",NA,red-breasted nuthatch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,Sitta,canadensis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-02-23,Andrew Simon,iNat:2711391,,14823,BIR,accepted,14823,Sitta canadensis,Sitta canadensis,Sitta canadensis
Sphyrapicus nuchalis,"Baird, 1858",NA,red-naped sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Sphyrapicus,nuchalis,NA,,NA,native,S5B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,18467,Sphyrapicus nuchalis,,
Sphyrapicus ruber,"(Gmelin, 1788)",NA,red-breasted sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Sphyrapicus,ruber,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-19,Bridgit Spencer,iNat:2677221,,18464,BIR,accepted,18464,Sphyrapicus ruber,Sphyrapicus ruber,Sphyrapicus ruber
Spinus pinus,"(Wilson, 1810)",NA,pine siskin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Spinus,pinus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-02-28,Michael Hoebel,iNat:18908805,,145304,BIR,accepted,145304,Spinus pinus,Spinus pinus,Spinus pinus
Spinus tristis,"(Linnaeus, 1758)",NA,American goldfinch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Spinus,tristis,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-07-23,Andrew Simon,iNat:3781422,,145310,BIR,accepted,145310,Spinus tristis,Spinus tristis,Spinus tristis
Spizella passerina,"(Bechstein, 1798)",NA,chipping sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Spizella,passerina,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-23,Lauren Magner,iNat:3040843,,9135,BIR,accepted,9135,Spizella passerina,Spizella passerina,Spizella passerina
Stelgidopteryx serripennis,"(Audubon, 1838)",NA,northern rough-winged swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Stelgidopteryx,serripennis,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-10,Michael Hoebel,iNat:4046993,,11970,BIR,accepted,11970,Stelgidopteryx serripennis,Stelgidopteryx serripennis,Stelgidopteryx serripennis
Sterna hirundo,"Linnaeus, 1758",NA,common tern,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,Sterna,hirundo,NA,,NA,native,SUM (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,4450,Sterna hirundo,,
Streptopelia decaocto,"(Frivaldszky, 1838)",NA,Eurasian collared dove,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Streptopelia,decaocto,NA,,NA,exotic,unlisted,NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2018-05-20,Sarah Tweedale,iNat:12652453,,2969,BIR,accepted,2969,Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto
Strix varia,"Barton, 1799",NA,barred owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Strix,varia,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-07-07,Karolle Wall,iNat:13132927,,19893,BIR,accepted,19893,Strix varia,Strix varia,Strix varia
Sturnella neglecta,"Audubon, 1844",NA,western meadowlark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Sturnella,neglecta,NA,,NA,native,SXB (2010),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2022-11-06,lornasdr,iNat:141331288,,9535,BIR,accepted,9535,Sturnella neglecta,Sturnella neglecta,Sturnella neglecta
Sturnus vulgaris,"Linnaeus, 1758",NA,European starling,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,Sturnus,vulgaris,NA,,NA,exotic,unlisted,NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2008-05-10,Michael Hoebel,iNat:19548204,,14850,BIR,accepted,14850,Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris
Synthliboramphus antiquus,"(Gmelin, 1789)",NA,ancient murrelet,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Synthliboramphus,antiquus,NA,,NA,native,"S2S3B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-10-26,W. Cartwright,iNat:35634215,,4561,BIR,accepted,4561,Synthliboramphus antiquus,Synthliboramphus antiquus,Synthliboramphus antiquus
Tachycineta bicolor,"(Vieillot, 1808)",NA,tree swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Tachycineta,bicolor,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-06-03,Adam Huggins,iNat:3386978,,11935,BIR,accepted,11935,Tachycineta bicolor,Tachycineta bicolor,Tachycineta bicolor
Tachycineta thalassina,"(Swainson, 1827)",NA,violet-green swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Tachycineta,thalassina,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-07-26,Andrew Simon,iNat:3766312,,11931,BIR,accepted,11931,Tachycineta thalassina,Tachycineta thalassina,Tachycineta thalassina
Thryomanes bewickii,"P.L. Sclater, 1862",NA,Bewick’s wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Thryomanes,bewickii,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-05-10,Michael Hoebel,iNat:19548265,,7576,BIR,accepted,7576,Thryomanes bewickii,Thryomanes bewickii,Thryomanes bewickii
Tringa flavipes,"(Gmelin, 1789)",NA,lesser yellowlegs,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Tringa,flavipes,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-09-05,Sarah Tweedale,iNat:4041686,,3893,BIR,accepted,3893,Tringa flavipes,Tringa flavipes,Tringa flavipes
Tringa melanoleuca,"(Gmelin, 1789)",NA,greater yellowlegs,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Tringa,melanoleuca,NA,,NA,native,"S5B, SUN (2015)",NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,3892,Tringa melanoleuca,,
Troglodytes aedon,"(Vieillot, 1809)",NA,house wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Troglodytes,aedon,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-23,Andrew Simon,iNat:3030504,,7562,BIR,accepted,7562,Troglodytes aedon,Troglodytes aedon,Troglodytes aedon
Troglodytes pacificus,"Baird, 1864",NA,Pacific wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Troglodytes,pacificus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-10-21,Michael Hoebel,iNat:4046875,,144882,BIR,accepted,144882,Troglodytes pacificus,Troglodytes pacificus,Troglodytes pacificus
Turdus migratorius,"Linnaeus, 1766",NA,American robin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Turdus,migratorius,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-02-22,Andrew Simon,iNat:2566293,,12727,BIR,accepted,12727,Turdus migratorius,Turdus migratorius,Turdus migratorius
Tyrannus melancholicus,"(Vieillot, 1819)",NA,tropical kingbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Tyrannus,melancholicus,NA,,NA,accidental,unlisted,NA,new 2019,unobserved,2019-11-20,Carl Estabrook,eBird,,NA,,,,accidental,NA,BIR,accepted,16787,Tyrannus melancholicus,,
Tyto alba,"(Scopoli, 1769)",NA,barn owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,,Tyto,alba,NA,,NA,native,S2? (2015),NA,new 2017,observed,,,,,NA,2017-02-25,Sarah Tweedale,iNat:5180293,,NA,BIR,accepted,20445,Tyto alba,,Tyto alba
Uria aalge,"(Pontoppidan, 1763)",NA,common murre,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Uria,aalge,NA,,NA,native,"S2B,S3S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-11-28,bobmcd’,iNat:2437278,,4519,BIR,accepted,4519,Uria aalge,Uria aalge,Uria aalge
Urile pelagicus,"Pallas, 1811",NA,pelagic cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Urile,pelagicus,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-12-20,Andrew Simon,iNat:2562745,,1289605,BIR,accepted,1289605,Urile pelagicus,Urile pelagicus,Urile pelagicus
Urile penicillatus,"(Brandt, 1837)",NA,Brandt's cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Urile,penicillatus,NA,,NA,native,"S1B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2012-05-03,Michael Hoebel,iNat:4046927,,1289607,BIR,accepted,1289607,Urile penicillatus,Urile penicillatus,Urile penicillatus
Vireo cassinii,"Xantus de Vesey, 1858",NA,Cassin's vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,Vireo,cassinii,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-05-18,Michael Hoebel,iNat:4054050,,17382,BIR,accepted,17382,Vireo cassinii,Vireo cassinii,Vireo cassinii
Vireo gilvus,"(Vieillot, 1808)",NA,warbling vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,Vireo,gilvus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-07-02,Lauren Magner & Andrew Simon,iNat:2561814,,17394,BIR,accepted,17394,Vireo gilvus,Vireo gilvus,Vireo gilvus
Vireo huttoni,"Cassin, 1851",NA,Hutton’s vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,Vireo,huttoni,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-02-22,Andrew Simon,iNat:20571106,,17375,BIR,accepted,17375,Vireo huttoni,Vireo huttoni,Vireo huttoni
Xanthocephalus xanthocephalus,"(Bonaparte, 1826)",NA,yellow-headed blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Xanthocephalus,xanthocephalus,NA,,NA,native,S4B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,10470,Xanthocephalus xanthocephalus,,
Zenaida macroura,"(Linnaeus, 1758)",NA,mourning dove,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Zenaida,macroura,NA,,NA,native,S4?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-30,Michael Hoebel,iNat:4046898,,3454,BIR,accepted,3454,Zenaida macroura,Zenaida macroura,Zenaida macroura
Zonotrichia albicollis,"(Gmelin, 1789)",NA,white-throated sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Zonotrichia,albicollis,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-10-13,Michael Hoebel,iNat:34332372,,9184,BIR,accepted,9184,Zonotrichia albicollis,Zonotrichia albicollis,Zonotrichia albicollis
Zonotrichia atricapilla,"(Gmelin, 1789)",NA,golden-crowned sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Zonotrichia,atricapilla,NA,,NA,native,S5?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-06-27,Sarah Tweedale,iNat:4041637,,9185,BIR,accepted,9185,Zonotrichia atricapilla,Zonotrichia atricapilla,Zonotrichia atricapilla
Zonotrichia leucophrys,"(Forster, 1772)",NA,white-crowned sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Zonotrichia,leucophrys,NA,,NA,native,S5 (2011),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-19,Peter Taylor,iNat:103172276,,9176,BIR,accepted,9176,Zonotrichia leucophrys,Zonotrichia leucophrys,Zonotrichia leucophrys
Zonotrichia querula,"(Nuttall, 1840)",NA,Harris's sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Zonotrichia,querula,NA,,NA,native,SUM (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-12-27,Chad Diakow,iNat:37144595,listed as regularly occurring but “rare for this area” on the southern Vancouver Island checklist,NA,BIR,accepted,9182,Zonotrichia querula,,Zonotrichia querula
