,catalogNumber,Verified,Missing.Specimen,Family_Genus.list..Family,scientificName,Genus,Qualifier,Species,Authorship.Reference..Species.Author,Subspecies,Authorship.Reference..Subspecies.Author,Variety,Authorship.Reference..Variety.Author,Forma,Authorship.Reference..Forma.Author,Cultivar,country,provinceState,locality,Geo_LatDegree,Geo_LatMinute,Geo_LatSecond,Geo_LongDegree,Geo_LongMinute,Geo_LongSecond,decimalLatitude,decimalLongitude,Geo_Datum,Geo_CoordinateUncertainty,georeferenceProtocol,georeferencedBy,Geo_Date,Georeference.Notes,UTM,Grid.Reference,habitat,verbatimElevation,eventDate,recordedBy,Other.Collectors,recordNumber,identifiedBy,Determination.Date,occurrenceRemarks,Originally.identified.as,Annotation.1,Annotation.2,Annotation.3,More.annotations,Original.Herbarium,TypeStatus,Special,Research.Annotation,Citations,Genbank,BOLD.Number,Loan,Exchange,Curatorial.Notes,Taxonomic.Updates,Conservation.Status,Imaged,Barcoded,Project.ID,Funding.Project,Reproductive.Status,Reproductive.Flex,Accession.Number.1
36,V190905,2/13/2020,,Onagraceae,Epilobium ciliatum ssp. ciliatum,Epilobium,,ciliatum,Raf.,ciliatum,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry mesic, partially shaded roadbed under Douglas-fir-red cedar",,1986 Aug 16,William J. Crins,,7324,Frank Lomer,2020 Feb 05 2020,rare,Epilobium watsonii var. occidentale by W.J. Crins 1986,G.E. Douglas B.C. C.D.C. 1993,"Epilobium ciliatum subsp. ciliatum Det. Frank Lomer 2020 Feb 05, University of British Columbia Herbarium",,NA,,NA,,,,NA,,,,,,,,Yes,,,,,V190905
182,V252576,6/23/2022,,Onagraceae,Epilobium foliosum,Epilobium,,foliosum,(Torr. & A. Gray) Suksd.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.95557066,NA,NA,-123.3813964,NA,NA,48.95557066,-123.3813964,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Conglomerate rock outcrop, herbaceous community",240 m,2017 May 13,Andrew Simon,,V-61,Andrew Simon,2017,,Epilobium foliosum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252576
208,V252604,6/23/2022,,Onagraceae,Epilobium foliosum,Epilobium,,foliosum,(Torr. & A. Gray) Suksd.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.82408863,NA,NA,-123.2679405,NA,NA,48.82408863,-123.2679405,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Conglomerate rock outcrop, herbaceous community",230 m,2017 May 26,Andrew Simon,,V-93,Andrew Simon,2017,,Epilobium foliosum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252604
44,V191349,,,Onagraceae,Epilobium minutum,Epilobium,,minutum,Lindl.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"dry mesic, partially shaded roadbed under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7319,William J. Crins,,abundant,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V191349
65,V194248,,,Onagraceae,Epilobium minutum,Epilobium,,minutum,Lindl.,,,,,NA,NA,NA,Canada,British Columbia,"southern Galiano Island, Bluff Park",48,55,NA,-123,20,NA,48.916667,-123.333333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,south-facing rock outcrops,,1988 Apr 23,Gerald B. Straley,,4613,Gerald B. Straley,1988,,Epilobium minutum by Gerald B. Straley 1988,,,,NA,,NA,,,,NA,,,,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V194248
183,V252577,6/23/2022,,Onagraceae,Epilobium minutum,Epilobium,,minutum,Lindl.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.95557066,NA,NA,-123.3813964,NA,NA,48.95557066,-123.3813964,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Conglomerate rock outcrop, herbaceous community",240 m,2017 May 13,Andrew Simon,,V-62,Andrew Simon,2017,,Epilobium minutum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252577
209,V252605,6/23/2022,,Onagraceae,Epilobium minutum,Epilobium,,minutum,Lindl.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.82408863,NA,NA,-123.2679405,NA,NA,48.82408863,-123.2679405,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Conglomerate rock outcrop, herbaceous community",230 m,2017 May 26,Andrew Simon,,V-94,Andrew Simon,2017,,Epilobium minutum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252605
244,V252640,6/23/2022,,Onagraceae,Epilobium minutum,Epilobium,,minutum,Lindl.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Provincial Park, Grey Peninsula",48.89973766,NA,NA,-123.4075356,NA,NA,48.89973766,-123.4075356,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Coastal bluff, herbaceous community",3 m,2017 May 06,Andrew Simon,,V-146,Andrew Simon,2017,,Epilobium minutum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252640
219,V252615,6/23/2022,,Asteraceae,Eriophyllum lanatum,Eriophyllum,,lanatum,(Pursh) J. Forbes,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.867524,NA,NA,-123.339751,NA,NA,48.867524,-123.339751,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Conglomerate rock outcrop herbaceous community,140 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-109,Andrew Simon,2017,,Eriophyllum lanatum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252615
190,V252586,6/23/2022,,Phrymaceae,Erythranthe guttata,Erythranthe,,guttata,(DC.) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, northeast coast, Strait of Georgia",48.966254,NA,NA,-123.518625,NA,NA,48.966254,-123.518625,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Coastal bluff seep, among Epilobium ciliatum and Adiantum aleuticum",2 m,2017 May 19,Andrew Simon,,V-73,Andrew Simon,2017,,Erythranthe guttata by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252586
196,V252592,6/23/2022,,Phrymaceae,Erythranthe guttata,Erythranthe,,guttata,(DC.) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Dionisio Point",49.012851,NA,NA,-123.573103,NA,NA,49.012851,-123.573103,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal bluff seep,5 m,2017 May 18,Andrew Simon,,V-79,Curtis R. Bjork,2017,,Erythranthe guttata by Curtis R. Bjork  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252592
158,V252552,6/23/2022,,Phrymaceae,Erythranthe microphylla,Erythranthe,,microphylla,(Benth.) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.97483417,NA,NA,-123.2631416,NA,NA,48.97483417,-123.2631416,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop among moss,240 m,2017 Mar 25,Andrew Simon,,V-34,Andrew Simon,2017,,Erythranthe microphylla by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252552
164,V252558,6/23/2022,,Phrymaceae,Erythranthe microphylla,Erythranthe,,microphylla,(Benth.) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Galiano",48.864263,NA,NA,-123.367411,NA,NA,48.864263,-123.367411,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Conglomerate rock outcrop, seep",220 m,2017 Mar 30,Andrew Simon,,V-40,Andrew Simon,2017,,Erythranthe microphylla by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252558
191,V252587,6/23/2022,,Phrymaceae,Erythranthe microphylla,Erythranthe,,microphylla,(Benth.) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Dionisio Point",49.04220849,NA,NA,-123.4539625,NA,NA,49.04220849,-123.4539625,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal bluff seep,5 m,2017 May 18,Andrew Simon,,V-74,Andrew Simon,2017,,Erythranthe microphylla by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252587
197,V252593,6/23/2022,,Phrymaceae,Erythranthe microphylla,Erythranthe,,microphylla,(Benth.) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Lion Islet",48.90820928,NA,NA,-123.2446162,NA,NA,48.90820928,-123.2446162,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Littoral, sandstone seep",3 m,2017 May 19,Andrew Simon,,V-80,Andrew Simon,2017,,Erythranthe microphylla by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252593
50,V191355,,,Phrymaceae,Erythranthe moschatus,Erythranthe,,moschatus,,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"Mesic, rocky roadbed edge under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7334,William J. Crins,1986,"common; no external flavonoids (wjc, '87)",Mimulus moschatus by William J. Crins 1986,"Erythranthe moschata Det. Curtis R. Bjork 2013, University of British Columbia Herbarium",,,NA,,NA,,,,NA,,,,,,,,,,,,,V191355
80,V207931,,,Phrymaceae,Erythranthe nasuta,Erythranthe,,nasuta,(Greene) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,West-facing slope overlooking ocean,,1993 May 19,Bev Benedict,,35,G.L. Nesom,2013,,Mimulus queue by Bev Benedict 1994,Mimulus sookensis Det. Bev Benedict 1994,"Mimulus sookensis Det. Jennifer L. Modliszewski 2012, Duke University, Department of Biology","Erythranthe nasuta Det. G.L. Nesom 2013, Studies in Mimulus sensu lato",NA,,NA,,,,NA,,"Returned
on loan to BRIT-SMU-VDB, 2013 Apr (UBC-2013-V3) - Returned 2013 Nov
on loan to DUKE, 2007 Mar (UBC-2007-V5)-Returned 2012 Aug",,,,,Yes,Yes,,,,,V207931
107,V241906,,,Phrymaceae,Erythranthe nasuta,Erythranthe,,nasuta,(Greene) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 58, Galiano Conservancy land, ridge above Great Beaver Swamp, 1 km due northwest of junction of Poirlier Pass Road and McClure Road",48,56,14,-123,27,50,48.937222,-123.463889,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Sandstone cliff/slope on ridge, southwest-facing, in moist area with slight seepage near base; growing with Erythranthe alsinoides",130 m,2014 May 13,Frank Lomer,Ken Millard,8695,Frank Lomer,2014,annual; yellow flowers barely extending beyond calyx; small plant of Erythranthe alsinoides mistakenly attached to the sheet,Erythranthe nasuta by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241906
177,V252571,6/23/2022,,Phrymaceae,Erythranthe nasuta,Erythranthe,,nasuta,(Greene) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, northwest of Montague Provincial Park, Trincomali shoreline (collected by kayak)",48.904562,NA,NA,-123.413458,NA,NA,48.904562,-123.413458,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal bluff,10 m,2017 Apr 30,Andrew Simon,,V-54,Andrew Simon,2017,,Erythranthe nasuta by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252571
186,V252580,6/23/2022,,Phrymaceae,Erythranthe nasuta,Erythranthe,,nasuta,(Greene) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 57",48.92686988,NA,NA,-123.4665871,NA,NA,48.92686988,-123.4665871,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Woodland seep,50 m,2017 May 14,Andrew Simon,,V-65,Andrew Simon,2017,,Erythranthe nasuta by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252580
192,V252588,6/23/2022,,Phrymaceae,Erythranthe nasuta,Erythranthe,,nasuta,(Greene) G.L. Nesom,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Dionisio Point",49.0128509,NA,NA,-123.573103,NA,NA,49.0128509,-123.573103,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Coastal bluff seep,5 m,2017 May 18,Andrew Simon,,V-75,Andrew Simon,2017,,Erythranthe nasuta by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252588
253,V80069,,,Phrymaceae,Erythranthe sp.,Erythranthe,,sp.,,,,,,NA,NA,NA,Canada,British Columbia,Galiano Island,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,,,1958 May 18,W. Bird,,s.n.,Curtis R. Bjork,2013,,Mimulus guttatus by John W. Eastham 1958,"Erythranthe sp. (poor specimen) Det. Curtis R. Bjork 2013, University of British Columbia Herbarium",,,NA,,NA,,,,NA,,,,,,,,,,,,,V80069
11,V138597,,,Liliaceae,Erythronium oregonum,Erythronium,,oregonum,Applegate,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, along Power Right of way to left of Bluff Road",48,56,NA,-123,27,NA,48.933333,-123.45,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,on small slope with buttercups and Gaultheria,,1972 May 02,John Pinder-Moss,"M. Nemeth, R. Biggs, B. Stephens, B. Schwartz",35,John Pinder-Moss,1972,,Erythronium oregonum by John Pinder-Moss 1972,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V138597
21,V156822,,,Liliaceae,Erythronium oregonum,Erythronium,,oregonum,Applegate,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Gulf of Georgia",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,open area of forest at Sturdies Bay,,1974 Apr 21,Wilfred B. Schofield,,s.n.,Wilfred B. Schofield,1974,,Erythronium oregonum by Wilfred B. Schofield 1974,,,,NA,,NA,,"Leaf material sampled in August 2010 by Erin R. Manton for DNA barcoding of the Liliales of British Columbia, Research Annotation, University of British Columbia",,NA,,,,,,,,,,,,,V156822
125,V241924,,,Euphorbiaceae,Euphorbia characias ssp. wulfenii,Euphorbia,,characias,L.,wulfenii,(Hoppe ex W. Koch) Radcl.-Sm.,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, 50 m north of Sturdies Bay ferry dock, seaside below residences",48,52,41.2,-123,18,56,48.878111,-123.315556,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Below sandstone overhang above seashore; growing with Tanacetum parthenium, Sonchus oleraceus",6 m,2014 May 14,Frank Lomer,,8713,Frank Lomer,2014,single clump with several flowering stems and shorter leafy stems; whole plant short-spreading hairy; apparently a garden escape from the property above,Euphorbia characias subsp. wulfenii by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,,Yes,flomer1,,,,V241924
241,V252637,6/23/2022,,Poaceae,Festuca occidentalis,Festuca,,occidentalis,Hook.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil, District Lot 24",48.876098,NA,NA,-123.386035,NA,NA,48.876098,-123.386035,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Open herbaceous community, southwest aspect",150 m,2017 Jun 16,Andrew Simon,,V-142,Andrew Simon,2017,,Festuca occidentalis by Andrew Simon  2017,! As det. Curtis R. Bjork 2017,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252637
220,V252616,6/23/2022,,Poaceae,Festuca roemeri,Festuca,,roemeri,(Pavlick) E.B. Alexeev,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.86633804,NA,NA,-123.334043,NA,NA,48.86633804,-123.334043,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,100 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-110,Andrew Simon,2017,,Festuca roemeri by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252616
221,V252617,6/23/2022,,Poaceae,Festuca roemeri,Festuca,,roemeri,(Pavlick) E.B. Alexeev,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bluffs Park",48.86701557,NA,NA,-123.337605,NA,NA,48.86701557,-123.337605,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,125 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-111,Andrew Simon,2017,,Festuca roemeri by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252617
227,V252623,6/23/2022,,Poaceae,Festuca roemeri,Festuca,,roemeri,(Pavlick) E.B. Alexeev,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Galiano",48.863451,NA,NA,-123.361981,NA,NA,48.863451,-123.361981,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland herbaceous community,270 m,2017 Jun 13,Andrew Simon,,V-122,Andrew Simon,2017,,Festuca roemeri by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252623
63,V193811,,,Papaveraceae,Fumaria reuteri,Fumaria,,reuteri,Boiss.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf of Georgia, southern Galiano Island, along Burrill Road",NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,,,,,,1987 May 02,Gerald B. Straley,,4148,Frank Lomer,2007,Garden escape,Fumaria bastardii by Gerald B. Straley 1987,"Fumaria martinii Det. Frank Lomer 2007 Dec 02, University of British Columbia Herbarium","Fumaria reuteri (including martinii, stigma strong central lobe) Det. T.C.G. Rich 2008",,NA,,NA,,,,NA,,"Returned
on loan to NMW Jan 2008(UBC-2008-V1) - Returned  Jul 2008",,,,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V193811
49,V191354,,,Rubiaceae,Galium triflorum,Galium,,triflorum,Michx.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"mesic, rocky roadbed edge under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7325,William J. Crins,,common,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V191354
32,V190608,,,Asteraceae,Gnaphalium palustre,Gnaphalium,,palustre,Nutt.,,,,,NA,NA,NA,Canada,British Columbia,"Gulf Islands, Galiano Island, above Active Pass, Bluff Park",48,55,NA,-123,20,NA,48.916667,-123.333333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,dry open areas,,1986 Aug 03,Gerald B. Straley,,3747,,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V190608
14,V14132,,,Asteraceae,Grindelia stricta var. stricta,Grindelia,,stricta,DC.,,,stricta,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island",48,56,NA,-123,27,NA,48.933333,-123.45,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,around salty marshes & rocky shores,,1970 Aug 27,N.A.M. Saleh,,1,M.A. Lane 1993,,,,,,,NA,,NA,,,,NA,,,,,,,,,,,,,V14132
35,V190904,6/3/2022,,Poaceae,Holcus lanatus,Holcus,,lanatus,L.,,,,,NA,NA,NA,Canada,British Columbia,"Capital Regional District, Gulf of Georgia, Galiano Island, west of Stockade Hill, overlooking Montague Harbour",48,53,NA,-122,23,NA,48.883333,-122.383333,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,Grid: 723146-720143 (92 b/14),"Dry mesic, partially shaded roadbed under Douglas-fir - red cedar",,1986 Aug 16,William J. Crins,,7320,W.J. Crins,1986,,Holcus lanatus by William J. Crins 1986,"Holcus lanatus L. S. J. Darbyshire 2017, DAO",,,NA,,NA,,,,NA,,"returned May 6 2022 (UBC_2013_V6)

On loan to DAO, 2013 Jun (UBC-2013-V6)",,,,,Yes,Yes,bnbgrass,,,,V190904
147,V252540,6/23/2022,,Poaceae,Hordeum brachyantherum,Hordeum,,brachyantherum,Nevski,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Provincial Park, Grey Peninsula",48.898254,NA,NA,-123.407536,NA,NA,48.898254,-123.407536,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Tidal marsh,2 m,2016 Jun 19,Andrew Simon,Lauren Magner,V-19,Andrew Simon,2017,,Hordeum brachyantherum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252540
150,V252543,6/23/2022,,Poaceae,Hordeum brachyantherum,Hordeum,,brachyantherum,Nevski,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Montague Provincial Park",48.898161,NA,NA,-123.407624,NA,NA,48.898161,-123.407624,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Tidal marsh,2 m,2016 Jun 19,Andrew Simon,Lauren Magner,V-24,Andrew Simon,2017,,Hordeum brachyantherum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252543
153,V252546,6/23/2022,,Poaceae,Hordeum brachyantherum,Hordeum,,brachyantherum,Nevski,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Twiss Beach",48.898639,NA,NA,-123.338898,NA,NA,48.898639,-123.338898,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Beach, growing on driftwood",4 m,2016 Jul 06,Andrew Simon,,V-27,Andrew Simon,2017,,Hordeum brachyantherum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252546
222,V252618,6/23/2022,,Poaceae,Hordeum murinum,Hordeum,,murinum,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Bellhouse Provincial Park",48.87255542,NA,NA,-123.3126175,NA,NA,48.87255542,-123.3126175,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Ruderal, parking lot",15 m,2017 May 29,Andrew Simon,Alexander J. Wright,V-112,Andrew Simon,2017,,Hordeum murinum by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252618
24,V178670,,,Asparagaceae,Hyacinthoides hispanica,Hyacinthoides,,hispanica,(Mill.) Rothm.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, near Sturdies Bay ferry, naturalized along Burrill Road",48,50,NA,-123,25,NA,48.833333,-123.416667,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,Along road,,1983 May 01,Gerald B. Straley,,2564,Gerald B. Straley,1983,Naturalized,Endymion hispanicus (=Scilla campanulata) by Gerald B. Straley 1983,,,,NA,,NA,,,,NA,,,,,Endymion hispanicus = Hyacinthoides hispanica,,Yes,,,2008 - Dr. Gerald Straley's historical collection of the flora of B.C. digitization project (Irving K. Barber Learning Centre),,,V178670
106,V241905,,,Asteraceae,Hypochaeris glabra,Hypochaeris,,glabra,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, District Lot 58, Galiano Conservancy land, ridge above Great Beaver Swamp, 1 km due northwest of junction of Poirlier Pass Road and McClure Road",48,56,15,-123,27,55,48.9375,-123.465278,Unknown,NA,Verbatim from Collector/Sheet,David Rowswell,2018,,,,"Sandstone cliff/slope, southwest-facing, on ledge with accumulated dirt; growing with Bromus sterilis, Sonchus asper, Geranium carolinianum",150 m,2014 May 13,Frank Lomer,Ken Millard,8694,Frank Lomer,2014,frequent annual weed in a few places on the ridge,Hypochaeris glabra by Frank Lomer 2014,,,,NA,,NA,,,,NA,,,,,,,Yes,Yes,flomer1,,,,V241905
184,V252578,6/23/2022,,Asteraceae,Hypochaeris glabra,Hypochaeris,,glabra,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.86875169,NA,NA,-123.3791256,NA,NA,48.86875169,-123.3791256,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Rock outcrop herbaceous community,240 m,2017 May 13,Andrew Simon,,V-63,Andrew Simon,2017,,Hypochaeris glabra by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252578
228,V252624,6/23/2022,,Asteraceae,Hypochaeris glabra,Hypochaeris,,glabra,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Galiano",48.8636,NA,NA,-123.363032,NA,NA,48.8636,-123.363032,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,Open woodland,280 m,2017 Jun 13,Andrew Simon,,V-123,Andrew Simon,2017,,Hypochaeris glabra by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252624
151,V252544,6/23/2022,,Juncaceae,Juncus articulatus,Juncus,,articulatus,L.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Burrill Road, Lion�s Field",48.871174,NA,NA,-123.321091,NA,NA,48.871174,-123.321091,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Ruderal, ditch",17 m,2017 Jun 22,Andrew Simon,,V-25,Andrew Simon,2017,,Juncus articulatis by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252544
210,V252606,6/23/2022,,Juncaceae,Juncus tenuis,Juncus,,tenuis,Willd.,,,,,NA,NA,NA,Canada,British Columbia,"Galiano Island, Mount Sutil",48.871949,NA,NA,-123.368914,NA,NA,48.871949,-123.368914,Unknown,NA,Verbatim from Collector/Sheet,Erika Brauner,2022,,,,"Ruderal, roadside",180 m,2017 May 28,Andrew Simon,Alexander J. Wright,V-95,Andrew Simon,2017,,Juncus tenuis by Andrew Simon  2017,,,,NA,,NA,,,,NA,,,,,,,,Yes,ASimon2017,,,,V252606
