"","area","Family","TaxonName","iNatTaxon","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon"
"321","ogi","Cyperaceae","Carex canescens ssp. canescens","Carex canescens canescens","Lake shores and floating vegetation mats. Saturna, Galiano, South Pender.","","","","Carex canescens canescens"
"322","ogi","Cyperaceae","Carex crawfordii","Carex crawfordii","FL Prevost 2006. HJ Mayne 1979.","","","","Carex crawfordii"
"323","ogi","Cyperaceae","Carex cusickii","Carex cusickii","Wet meadows and fens Saturna, North and South Pender, Mayne. HJ DL84, Galiano 1981. ER 128 Sphagnum bog, Galiano.","","","","Carex cusickii"
"324","ogi","Cyperaceae","Carex deweyana","Carex deweyana","Common moist woodland, all islands. =Carex leptopoda? See Wilson et al. (2008)","","","","Carex deweyana"
"325","ogi","Cyperaceae","Carex diandra","Carex diandra","AS ER 128 Sphagnum Bog, Galiano 2017.","","""I would delete these until confirmed. They are all doubtful to me: Carex diandra"" FL ""Definitely not Saanich, will get Andrew to review the Galiano record. Could be C. cusickii."" HJ "" –""this report is based on an observation of an immature specimen from the Galiano bog. Judith Holm may have also collected material. Barbara Wilson has commented that it is plausible yet immature. I would be comfortable removing this record until the species can be confirmed."" AS","HJ, FL, AS","Carex diandra"
"326","ogi","Cyperaceae","Carex echinata","Carex echinata","Sedge fens Saturna, Galiano ssp echinata and phyllomanica both present.","","","","Carex echinata"
"327","ogi","Cyperaceae","Carex exsiccata","Carex exsiccata","Fens and lake margins throughout, all islands AC Portland Island 1972. TCB Samuel Island 1975.","","""C. vesicaria not = C. exsiccata – edited to exsiccata relatively widespread, C. vesicaria relatively less common."" HJ","HJ","Carex exsiccata"
"328","ogi","Cyperaceae","Carex feta","Carex feta","Wilber's Bog, Mayne Island. poss re-id C. crawfordii.?","","","","Carex feta"
"329","ogi","Cyperaceae","Carex flava","Carex flava","Farm fields, district lot 51, Galiano","","","","Carex flava"
"330","ogi","Cyperaceae","Carex hassei","Carex hassei","FL N Pender roadside ditch 2006","","","","Carex hassei"
"331","ogi","Cyperaceae","Carex hendersonii","Carex hendersonii","Moist Alder-Sword Fern woodlands, all islands.","","","","Carex hendersonii"
"332","ogi","Cyperaceae","Carex inops ssp. inops","Carex inops inops","Open, south facing bluffs, grassy slopes, all islands.","","","","Carex inops inops"
"333","ogi","Cyperaceae","Carex kelloggii var. impressa","Carex kelloggii impressa","Wet meadows and bogs, all islands.","","","","Carex kelloggii impressa"
"334","ogi","Cyperaceae","Carex kelloggii var. limnophila","Carex kelloggii limnophila","Sedge fens, all islands.","","","","Carex kelloggii limnophila"
"335","ogi","Cyperaceae","Carex leporina","Carex leporina","Moist meadows and fields, all islands; HLR reported as C. tracyi; Retreat Cove; Shore drainage, swampy area with Juncus, grasses, Veronica, Ranuculus, open, flat. HJ DL51 fields Galiano 1979. S. Pender Calder & Mackay 1961, J. Macoun 1914 location? HJ & JP Wilber's Bog, Mayne 1996. C. tracyi not recognized by H&C2018.","","","","Carex leporina"
"336","ogi","Cyperaceae","Carex leptalea","Carex leptalea","Sphagnum bogs, Galiano HJ 1979.","","","","Carex leptalea"
"337","ogi","Cyperaceae","Carex leptopoda","Carex leptopoda","AS Dinner Point, Mayne 2019.","","","","Carex leptopoda"
"338","ogi",NA,"Carex lyngbyei ssp. cryptocarpa","Carex lyngbyei","Seepy, protected shorelines all islands.","not in FPNW2","","",NA
"339","ogi","Cyperaceae","Carex macrocephala","Carex macrocephala","Erhard Dionisio Point sandy shore Galiano 2013.","","","","Carex macrocephala"
"340","ogi","Cyperaceae","Carex obnupta","Carex obnupta","Common in sedge fens, all islands.","","","","Carex obnupta"
"341","ogi","Cyperaceae","Carex pachystachya","Carex pachystachya","Meadows, farm fields, moist forest all islands.","","""Note on original Saanich Pen C. festivella entry, all now C.p."" HJ","HJ","Carex pachystachya"
"342","ogi","Cyperaceae","Carex pallescens","Carex pallescens","AS wet pasture Galiano. Known recently from Vancouver, Washington. AS possibly introduced.","","""Carex pallescens from Galiano is interesting. Maybe ask Andrew if he can confirm this and make a collection for UBC if he has not yet done this."" –FL ""Here’s his iNat obs https://www.inaturalist.org/observations/12944880 I’ll send him a note asking for confirmation."" –HJ; Confirmed with Barbara Wilson; retain –AS","HJ, FL, AS","Carex pallescens"
"343","ogi","Cyperaceae","Carex pellita","Carex pellita","AS collected a specimen, annotated Carex pellita by Curtis Björk, from a modified area on the western slopes of Mount Sutil; the specimen is in collections at UBC, but not yet databased.","","","","Carex pellita"
"344","ogi","Cyperaceae","Carex praticola","Carex praticola","TRA Mitchell Lake North Pender.","","","","Carex praticola"
"345","ogi","Cyperaceae","Carex rossii","Carex rossii","HLR collection North Pender. J. Fenneman Mt Norman, South Pender.","","","","Carex rossii"
"346","ogi","Cyperaceae","Carex stipata","Carex stipata","HJ Roe Lake drainage, moist woods North Pender.","","","","Carex stipata"
"347","ogi","Cyperaceae","Carex sylvatica","Carex sylvatica","Meadows, roadside ditches Saturna, North & South Pender. AS Mayne Island 2020.","","","","Carex sylvatica"
"348","ogi","Cyperaceae","Carex unilateralis","Carex unilateralis","Saturna, Mayne. Meadows, farm fields. AC Portland Island 1999.","","","","Carex unilateralis"
"349","ogi","Cyperaceae","Carex utriculata","Carex utriculata","Sedge fens, all islands.","","","","Carex utriculata"
"350","ogi","Cyperaceae","Carex viridula","Carex viridula","Sedge fens, all islands except Saturna.","","","","Carex viridula"
"351","ogi","Cyperaceae","Carex zikae","Carex zikae","Grassy cliff tops, East Point, S. Pender. HLR Menziea Mt, N Pender 2000. HLR Tumbo 2005.","","","","Carex zikae"
"352","ogi","Cyperaceae","Dulichium arundinaceum","Dulichium arundinaceum","Fens downstream from Magic Lake, Roe Lake N Pender, Sphagnum bog, Lake in DL20, Galiano.","","","","Dulichium arundinaceum"
"353","ogi","Cyperaceae","Eleocharis obtusa","Eleocharis obtusa","Ehlers Great Beaver Swamp, Galiano 2017. AS confirmed collection.","","","","Eleocharis obtusa"
"354","ogi","Cyperaceae","Eleocharis palustris","Eleocharis palustris","Shallow standing water, pond and lakes all islands.","","","","Eleocharis palustris"
"355","ogi","Cyperaceae","Eleocharis tenuis var. verrucosa","Eleocharis tenuis verrucosa","AC Portland Island 1972. On Lomer & Penny's non-established list.","not in FPNW2","","","Eleocharis tenuis verrucosa"
"356","ogi","Cyperaceae","Eriophorum angustifolium","Eriophorum angustifolium","ER 128 Sphagnum bog, Galiano HLR confirmed?","","","","Eriophorum angustifolium"
"357","ogi","Cyperaceae","Eriophorum chamissonis","Eriophorum chamissonis","ER 128 Galiano Sphagnum bog.","","","","Eriophorum chamissonis"
"358","ogi","Cyperaceae","Eriophorum gracile","Eriophorum gracile","ER 128 Sphagnum bog, Galiano. HLR's collection re-identified by AC as gracile. Holm iNaturalist report same location 2017.","","","","Eriophorum gracile"
"359","ogi","Cyperaceae","Eriophorum virginicum","Eriophorum virginicum","Abundant in one fen transitioning to sphagnum bog on Saturna.","","","","Eriophorum virginicum"
"360","ogi","Cyperaceae","Rhynchospora alba","Rhynchospora alba","ER 128 Sphagnum bog, Galiano.","","","","Rhynchospora alba"
"361","ogi","Cyperaceae","Schoenoplectus acutus","Schoenoplectus acutus","Lake margins and deep water fens, all islands except Saturna.","","","","Schoenoplectus acutus"
"362","ogi","Cyperaceae","Schoenoplectus americanus","Schoenoplectus americanus","Saturna, Boot Cove, Winter Cove.","","","","Schoenoplectus americanus"
"363","ogi","Cyperaceae","Scirpus cyperinus","Scirpus cyperinus","Sedge fens, Saturna, Mayne, Galiano, N Pender.","","","","Scirpus cyperinus"
"364","ogi","Cyperaceae","Scirpus microcarpus","Scirpus microcarpus","Fens and lake shores, all islands.","","","","Scirpus microcarpus"
"365","ogi","Cystopteridaceae","Cystopteris fragilis","Cystopteris fragilis","Shady woods, moist rocky north slopes. Fairly common all islands.","","","","Cystopteris fragilis"
"366","ogi","Dennstaedtiaceae","Pteridium aquilinum var. pubescens","Pteridium aquilinum pubescens","Partial shade to open, exposed places; common throughout. Occasional disturbed ground., exposed south facing bluffs","","","","Pteridium aquilinum pubescens"
"367","ogi","Droseraceae","Drosera rotundifolia","Drosera rotundifolia","Sphagnum bogs, Saturna, Galiano.","","","","Drosera rotundifolia"
"368","ogi","Dryopteridaceae","Dryopteris expansa","Dryopteris expansa","Occasional shady, moist woods on decaying wood. All islands","","","","Dryopteris expansa"
"369","ogi","Dryopteridaceae","Polystichum munitum","Polystichum munitum","Shady, moist woods, wooded hillsides, open wet forests; widespread and very common in suitable habitats, lowlands and lower north slopes all islands.","","","","Polystichum munitum"
"370","ogi","Elaeagnaceae","Shepherdia canadensis","Shepherdia canadensis","Open fir forest, all islands.","","","","Shepherdia canadensis"
"371","ogi","Equisetaceae","Equisetum arvense","Equisetum arvense","Widespread all islands","","","","Equisetum arvense"
"372","ogi","Equisetaceae","Equisetum hyemale ssp. affine","Equisetum hyemale affine","Common throughout shady edges of wetlands","","","","Equisetum hyemale affine"
"373","ogi","Equisetaceae","Equisetum palustre","Equisetum palustre","HJ disturbed pond edge N Pender 1982 #2279 recheck at V - not found on eFlora","","","","Equisetum palustre"
"374","ogi","Equisetaceae","Equisetum telmateia ssp. braunii","Equisetum telmateia braunii","Widespread all islands, lowland wetlands and ditches.","","","","Equisetum telmateia braunii"
"375","ogi","Ericaceae","Allotropa virgata","Allotropa virgata","Open, mature upland forest, all islands","","","AS","Allotropa virgata"
"376","ogi","Ericaceae","Andromeda polifolia","Andromeda polifolia","Galiano bog HLR. AS not confirmed.","","","","Andromeda polifolia"
"377","ogi","Ericaceae","Arbutus menziesii","Arbutus menziesii","Dry south slopes or shoreline forest, all islands.","","","AS","Arbutus menziesii"
"378","ogi","Ericaceae","Arctostaphylos columbiana","Arctostaphylos columbiana","HJ Manzanita Hill, Galiano 1975, Calder Bodega Ridge, Galiano 1961, HJ Hall Hill Mayne, FL Valdez 2008.","","","AS","Arctostaphylos columbiana"
"379","ogi","Ericaceae","Arctostaphylos media","Arctostaphylos × media","HJ Bodega Ridge, Galiano 2002 open, rocky ridge. FL Valdez Island 2008.","","","AS","Arctostaphylos × media"
"380","ogi","Ericaceae","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Rocky, exposed slopes, Northeast shorelines of Galiano and Mayne. Not known from Penders and rare on Saturna.","","","AS","Arctostaphylos uva-ursi"
"381","ogi","Ericaceae","Calluna vulgaris","Calluna vulgaris","Toomer dinner plate sized clump growing in a frequently mown parking lot verge. Possibly a garden escapee, Galiano 2018.","","","","Calluna vulgaris"
"382","ogi","Ericaceae","Chimaphila menziesii","Chimaphila menziesii","High elevation, north slope forest Saturna HJ 1976, 1982, 1999. Not known from other islands.","","","","Chimaphila menziesii"
"383","ogi","Ericaceae","Chimaphila umbellata ssp. umbellata","Chimaphila umbellata umbellata","Open or dense coniferous forest, relativly common Galiano, rare other major islands.","","","","Chimaphila umbellata umbellata"
"384","ogi","Ericaceae","Empetrum nigrum","Empetrum nigrum","Galiano sphagnum bog. Huggins&AS 2016. This is known from some of the domed bogs around Vancouver, but almost nowhere else. There is precisely one lowland population known in the Puget Trough of Washington, and it apparently hasn't been collected since 1936.","","","AS","Empetrum nigrum"
"385","ogi","Ericaceae","Gaultheria shallon","Gaultheria shallon","Mesic upland forest, all islands.","","","","Gaultheria shallon"
"386","ogi","Ericaceae","Hemitomes congestum","Hemitomes congestum","HJ Stockade Hill north slope, Galiano 1980.","","","","Hemitomes congestum"
"387","ogi","Ericaceae","Kalmia microphylla var. occidentalis","Kalmia microphylla occidentalis","HJ Spghagnum Bog, Galiano 1975.","","","","Kalmia microphylla occidentalis"
"388","ogi","Ericaceae","Monotropa hypopitys","Monotropa hypopitys","HJ Coll 2038 Jul/81 for Galiano at V is Hemitomes congestum. Saturna collection deep, north sloping fir forest on Mt W. Pyke confirmed Gary Wallace.","","","","Monotropa hypopitys"
"389","ogi","Ericaceae","Monotropa uniflora","Monotropa uniflora","Open Fir forest, all islands.","","","","Monotropa uniflora"
"390","ogi","Ericaceae","Pterospora andromedea","Pterospora andromedea","HJ dry, open coniferous forest Satuna, Mayne 1982.","","","","Pterospora andromedea"
"391","ogi","Ericaceae","Pyrola aphylla","Pyrola aphylla","HJ dry Douglas-fir salal forest Mayne, Saturna, Galiano. Outer Gulf Island plants all appear to be P. asarifolia.","","","","Pyrola aphylla"
"392","ogi","Ericaceae","Pyrola asarifolia","Pyrola asarifolia","TRA S Pender, HJ Saturna, N Pender, Mayne.","","","","Pyrola asarifolia"
"393","ogi","Ericaceae","Pyrola chlorantha","Pyrola chlorantha","HJ In mature Douglas-fir, Cedar with Hemlock understorey (structural stage 7 forest), open parkland, Saturna 1999. Hill Mayne 1895.","","","","Pyrola chlorantha"
"394","ogi","Ericaceae","Pyrola picta","Pyrola picta","HJ high elevation north slope forest Saturna 1975, HJ Stockade Hill, Galiano. TRA Bedwell, S Pender.","","","","Pyrola picta"
"395","ogi","Ericaceae","Rhododendron groenlandicum","Rhododendron groenlandicum","Sphagnum Bog, Galiano. HJ Blackbird Hill wetland, Saturna 2014-2020. HJ Mayne location? 1979","","","","Rhododendron groenlandicum"
"396","ogi","Ericaceae","Vaccinium ovatum","Vaccinium ovatum","FL Prevost 2004. Relativly common in coniferous forest Galiano, less common Mayne and N Pender, not known from Saturna and S Pender. Historical Tumbo 1926.","","","AS","Vaccinium ovatum"
"397","ogi","Ericaceae","Vaccinium oxycoccos","Vaccinium oxycoccos","ER 128 Sphagnum Bog, Galiano.","","","AS","Vaccinium oxycoccos"
"398","ogi","Ericaceae","Vaccinium parvifolium","Vaccinium parvifolium","On raw humus and decaying wood in coniferous forest, all islands.","","","AS","Vaccinium parvifolium"
"399","ogi","Euphorbiaceae","Euphorbia characias ssp. wulfenii","Euphorbia characias wulfenii","Galiano location? Marginal escapee Saturna. On Lomer & Penny's non-established list.","not in FPNW2","","","Euphorbia characias wulfenii"
"400","ogi","Euphorbiaceae","Euphorbia cyparissias","Euphorbia cyparissias","Occasional escapee to waste ground, Saturna, Galiano, Mayne. Otter Bay, N Pender iNaturalist observation 2021.","","","","Euphorbia cyparissias"
"401","ogi","Euphorbiaceae","Euphorbia maculata","Euphorbia maculata","Abandoned greenhouse operation, East Point Road, Saturna 2004.","","","","Euphorbia maculata"
"402","ogi","Euphorbiaceae","Euphorbia myrsinites","Euphorbia myrsinites","Reynolds and Pelletier below Mt Sutil, Galiano 2019","","","","Euphorbia myrsinites"
"403","ogi","Euphorbiaceae","Euphorbia peplus","Euphorbia peplus","Gardens, flower beds, waste land, all islands.","","","","Euphorbia peplus"
"404","ogi","Fabaceae","Acmispon americanus var. americanus","Acmispon americanus americanus","Krause S Pender, AW Galiano location? HJ Montague Road 1975. Saturna (RNVPBC) location? voucher?","","","AS","Acmispon americanus americanus"
"405","ogi","Fabaceae","Acmispon denticulatus","Acmispon denticulatus","Montague Harbour salt marsh also Parker Island 1981.","","","","Acmispon denticulatus"
"406","ogi","Fabaceae","Acmispon parviflorus","Acmispon parviflorus","Grassy bluffs, roadsides all islands.","","","AS","Acmispon parviflorus"
"407","ogi","Fabaceae","Cytisus scoparius","Cytisus scoparius","Roadsides, dry grassland, bluffs, spreading from disturbed ground, all islands.","","","","Cytisus scoparius"
"408","ogi","Fabaceae","Genista monspessulana","Genista monspessulana","FL Stanley Point, N Pender 2003. Escaping onto seashore.","","","","Genista monspessulana"
"409","ogi",NA,"Laburnum anagyroides","Laburnum anagyroides","Occasional, roadsides, disturbed areas. All islands.","","","",NA
"410","ogi","Fabaceae","Lathyrus japonicus","Lathyrus japonicus","Sandy beaches and shoreline, all islands.","","","","Lathyrus japonicus"
"411","ogi","Fabaceae","Lathyrus latifolius","Lathyrus latifolius","Along roads, waste land, all islands.","","","","Lathyrus latifolius"
"412","ogi","Fabaceae","Lathyrus nevadensis var. nevadensis","Lathyrus nevadensis nevadensis","Open, mesic woodland, all islands.","","","","Lathyrus nevadensis nevadensis"
"413","ogi","Fabaceae","Lathyrus palustris","Lathyrus palustris","Salt marshes, Saturna, Cabbage, N Pender, Mayne.","","","","Lathyrus palustris"
"414","ogi","Fabaceae","Lathyrus sylvestris","Lathyrus sylvestris","MF unpublished report Galiano locatiion ? Straley Mayne Island roadside 1987.","","","","Lathyrus sylvestris"
"415","ogi","Fabaceae","Lotus corniculatus","Lotus corniculatus","Roadsides, lawns, waste areas. All islands.","","","AS","Lotus corniculatus"
"416","ogi","Fabaceae","Lupinus arboreus","Lupinus arboreus","Roadsides, waste ground, ferry terminals. Mayne, Galiano, N Pender, Parker","","","","Lupinus arboreus"
"417","ogi","Fabaceae","Lupinus bicolor","Lupinus bicolor","Grassy bluffs, grassy shoreline ledges, all islands.","","","","Lupinus bicolor"
"418","ogi","Fabaceae","Lupinus polyphyllus","Lupinus polyphyllus","Roadsides Mayne, Galiano, N Pender; moist ground; included in Highways bank seeding. vars? On Lomer & Penny's non-established list.","","","","Lupinus polyphyllus"
"419","ogi","Fabaceae","Medicago arabica","Medicago arabica","HJ Roadside Saturna","","","","Medicago arabica"
"420","ogi","Fabaceae","Medicago lupulina","Medicago lupulina","Lawns, waste ground, all islands.","","","","Medicago lupulina"
"421","ogi","Fabaceae","Medicago sativa","Medicago sativa","Farm fields, pasture. All islands.","","","","Medicago sativa"
"422","ogi","Fabaceae","Melilotus albus","Melilotus albus","Roadsides, beaches, all islands.","","","","Melilotus albus"
"423","ogi","Fabaceae","Melilotus officinalis","Melilotus officinalis","Roadsides, waste ground, Saturna, Galiano, N Pender.","","","","Melilotus officinalis"
"424","ogi","Fabaceae","Robinia pseudoacacia","Robinia pseudoacacia","Occasional roadside and forest edge, all islands.","","","","Robinia pseudoacacia"
"425","ogi","Fabaceae","Securigera varia","Securigera varia","Roadside, included in Highways slope stabilization seeding.","","","","Securigera varia"
"426","ogi","Fabaceae","Trifolium arvense","Trifolium arvense","Dry roadside verges, Saturna, Mayne, Galiano, N Pender","","","AS","Trifolium arvense"
"427","ogi","Fabaceae","Trifolium campestre","Trifolium campestre","Lawns, roadsides, waste places, all islands.","","","AS","Trifolium campestre"
"428","ogi","Fabaceae","Trifolium dichotomum","Trifolium dichotomum","Grassy, south facing bluffs, all islands.","","","AS","Trifolium dichotomum"
"429","ogi","Fabaceae","Trifolium dubium","Trifolium dubium","Lawns, pasture and waste grounds, all islands.","","","AS","Trifolium dubium"
"430","ogi","Fabaceae","Trifolium glomeratum","Trifolium glomeratum","AS Montague Harbour, Galiano 2020.","","","AS","Trifolium glomeratum"
"431","ogi","Fabaceae","Trifolium hybridum","Trifolium hybridum","Roadsides, pasture, fields, Saturna, Galiano (probably all islands)","","","AS","Trifolium hybridum"
"432","ogi","Fabaceae","Trifolium incarnatum","Trifolium incarnatum","Rare; farm fields, Saturna, Galiano. Abundant Saturna Winery fields 2002.","","","AS","Trifolium incarnatum"
"433","ogi","Fabaceae","Trifolium microcephalum","Trifolium microcephalum","Grassy bluffs and ledges, all islands.","","","AS","Trifolium microcephalum"
"434","ogi","Fabaceae","Trifolium microdon","Trifolium microdon","Bluffs, slopes on sandy or rocky soil, all islands.","","","AS","Trifolium microdon"
"435","ogi","Fabaceae","Trifolium oliganthum","Trifolium oliganthum","Bluffs, grassland on dry, rocky soils,all islands.","","","AS","Trifolium oliganthum"
"436","ogi","Fabaceae","Trifolium pratense","Trifolium pratense","Moist roadsides, lawn, meadows, all islands.","","","AS","Trifolium pratense"
"437","ogi","Fabaceae","Trifolium repens","Trifolium repens","Lawns, pastures, roadsides, waste areas, all islands.","","","AS","Trifolium repens"
"438","ogi","Fabaceae","Trifolium striatum","Trifolium striatum","Roadsides, traffic areas, Mayne, Samuel, Saturna, N Pender.","","","","Trifolium striatum"
"439","ogi","Fabaceae","Trifolium subterraneum","Trifolium subterraneum","Roadsides, parks and lawns, all islands.","","","AS","Trifolium subterraneum"
"440","ogi","Fabaceae","Trifolium variegatum","Trifolium variegatum","Grassy banks just above sea, grassy bluffs, all islands.","","","AS","Trifolium variegatum"
"441","ogi","Fabaceae","Trifolium willdenovii","Trifolium willdenovii","Bluff, grassland on dry, rocky soils, all islands.","","","AS","Trifolium willdenovii"
"442","ogi","Fabaceae","Trifolium wormskioldii","Trifolium wormskioldii","Shorelines, salt marshes, Saturna, Galiano, N Pender.","","","AS","Trifolium wormskioldii"
"443","ogi","Fabaceae","Ulex europaeus","Ulex europaeus","Waste ground, shoreline banks, disturbed ground on ridges, Galiano, Saturna, S Pender. Previously very abundant S Pender.","","","AS","Ulex europaeus"
"444","ogi","Fabaceae","Vicia americana","Vicia americana","Dry, open woods, all islands.","","","AS","Vicia americana"
"445","ogi","Fabaceae","Vicia cracca","Vicia cracca","Roadsides and waste ground, all islands.","","","AS","Vicia cracca"
"446","ogi","Fabaceae","Vicia hirsuta","Vicia hirsuta","Roadsides, disturbed ground, all islands.","","","AS","Vicia hirsuta"
"447","ogi","Fabaceae","Vicia lathyroides","Vicia lathyroides","FL Montague Park picnic area, Galiano 2014, FL DeCourcy Island 2006.","","","AS","Vicia lathyroides"
"448","ogi","Fabaceae","Vicia nigricans var. gigantea","Vicia gigantea","Open forest and gulleys near salt water, wet brackish or saline places; all islands.","","","AS","Vicia gigantea"
"449","ogi","Fabaceae","Vicia sativa","Vicia sativa","Roadsides, disturbed ground, all islands.","","","AS","Vicia sativa"
"450","ogi","Fabaceae","Vicia tetrasperma","Vicia tetrasperma","Roadsides, cultivated ground, weedy areas, all islands.","","","AS","Vicia tetrasperma"
"451","ogi","Fabaceae","Vicia villosa","Vicia villosa","Roadside, fields, ddisturbed areas, all islands.","","","AS","Vicia villosa"
"452","ogi","Fagaceae","Quercus garryana","Quercus garryana","Exposed bulffs, grassy slopes and islets. All islands. Never in mixed forest as on Saanich Peninsula.","","","","Quercus garryana"
"453","ogi","Gentianaceae","Centaurium erythraea","Centaurium erythraea","Farm fields, meadows, all islands.","","","","Centaurium erythraea"
"454","ogi","Geraniaceae","Erodium cicutarium","Erodium cicutarium","Disturbed ground; all islands.","","","","Erodium cicutarium"
"455","ogi","Geraniaceae","Geranium bicknellii","Geranium bicknellii","HJ Galiano, Stockade Hill gravel pit 1981.","","","","Geranium bicknellii"
"456","ogi","Geraniaceae","Geranium carolinianum","Geranium carolinianum","Dry roadsides, dirt roads; all islands.","","","","Geranium carolinianum"
"457","ogi","Geraniaceae","Geranium dissectum","Geranium dissectum","Waste ground, meadows; all islands","","","","Geranium dissectum"
"458","ogi","Geraniaceae","Geranium molle","Geranium molle","Roadside, lawns, waste places, open grassy bluffs; all islands.","","","","Geranium molle"
"459","ogi","Geraniaceae","Geranium pusillum","Geranium pusillum","Macoun at Springwater, Mayne 1914, HJ Stockade Hill, Galiano 1975.","","","","Geranium pusillum"
"460","ogi","Geraniaceae","Geranium robertianum","Geranium robertianum","Meadows, forest edges; all islands.","","","","Geranium robertianum"
"461","ogi","Grossulariaceae","Ribes bracteosum","Ribes bracteosum","HJ Galiano wet forest along Montague Harbour Road.1975.","","","","Ribes bracteosum"
"462","ogi","Grossulariaceae","Ribes divaricatum var. divaricatum","Ribes divaricatum divaricatum","Moist, open woods and thickets; occasional throughout, all islands.","","","","Ribes divaricatum divaricatum"
"463","ogi","Grossulariaceae","Ribes lacustre","Ribes lacustre","Shady lake edges, muddy places, editches, damp forest floor. Main islands except Mayne.","","","","Ribes lacustre"
"464","ogi","Grossulariaceae","Ribes lobbii","Ribes lobbii","WB Schofield Galiano 1974. HJ Miners Bay Road, Mayne 1975.","","","","Ribes lobbii"
"465","ogi","Grossulariaceae","Ribes rubrum","Ribes rubrum","Heffley Lions Park Galiano 2018. escaped? established?","","","","Ribes rubrum"
"466","ogi","Grossulariaceae","Ribes sanguineum","Ribes sanguineum","Open woodland; road verges, all islands.","","","","Ribes sanguineum"
"467","ogi","Haloragaceae","Myriophyllum spicatum","Myriophyllum spicatum","Ponds and lakes, Saturna, Galiano, Mayne, N Pender, Prevost.","","","","Myriophyllum spicatum"
"468","ogi","Haloragaceae","Myriophyllum verticillatum","Myriophyllum verticillatum","HLR Galiano sphagnum bog.","","","","Myriophyllum verticillatum"
"469","ogi","Hydrangeaceae","Philadelphus lewisii","Philadelphus lewisii","Open, dry, wooded areas, talus slopes rock cliff bases. All islands.","","","","Philadelphus lewisii"
"470","ogi","Hydrocharitaceae","Elodea canadensis","Elodea canadensis","Galiano and North Pender. Occasional in ponds and upland lakes","","","","Elodea canadensis"
"471","ogi","Hypericaceae","Hypericum anagalloides","Hypericum anagalloides","Wetlands, bogs, bluff seeps, all islands.","","","AS","Hypericum anagalloides"
"472","ogi","Hypericaceae","Hypericum calycinum","Hypericum calycinum","Occasionally persisting in abandoned flower beds and fields. Several iNaturalist reports for area.","","","AS","Hypericum calycinum"
"473","ogi","Hypericaceae","Hypericum perforatum","Hypericum perforatum","Roadsides, cultivated land, waste places, not common, all islands.","","","AS","Hypericum perforatum"
"474","ogi","Iridaceae","Iris germanica","Iris × germanica","Rhizomes persistant all islands. Doesn't appear to spread by seed. On Lomer & Penny's non-established list. FL has I. sibirica dry ditches DeCourcy Island 2008.","","","","Iris × germanica"
"475","ogi","Iridaceae","Iris pseudacorus","Iris pseudacorus","Ponds, fens and roadside ditches all islands.","","","","Iris pseudacorus"
"476","ogi","Iridaceae","Sisyrinchium idahoense","Sisyrinchium idahoense","var. segetum Zika South Pender, var. idahoense Lomer South Pender. Known from all islands. vars? Wet grassy meadows.","","","","Sisyrinchium idahoense"
"477","ogi","Iridaceae","Sisyrinchium littorale","Sisyrinchium littorale","Zika roadside S Pender 2003.","","","","Sisyrinchium littorale"
"478","ogi","Isoetaceae","Isoetes nuttallii","Isoetes nuttallii","Several restricted GI locations CPNWH. FL DeCourcy Island 2006.","","","","Isoetes nuttallii"
"479","ogi","Juncaceae","Juncus acuminatus","Juncus acuminatus","Fens and wetlands, all islands.","","","","Juncus acuminatus"
"480","ogi","Juncaceae","Juncus articulatus","Juncus articulatus","Fens and wet places all islands.","","","","Juncus articulatus"
"481","ogi","Juncaceae","Juncus balticus","Juncus balticus","Wet meadows, shoreline wetlands, common all islands. Holm reports J. arcticus from ER128, Galiano 2017.","","","","Juncus balticus"
"482","ogi","Juncaceae","Juncus bolanderi","Juncus bolanderi","Roadside ditches and wetlands common all islands except rare on Saturna.","","","","Juncus bolanderi"
"483","ogi","Juncaceae","Juncus bufonius","Juncus bufonius","Common throughout on wet, disturbed ground.","","","","Juncus bufonius"
"484","ogi","Juncaceae","Juncus conglomeratus","Juncus conglomeratus","Zika roadside Port Washington, N Pender 2003. FL N Pender 2006.","","","","Juncus conglomeratus"
"485","ogi","Juncaceae","Juncus effusus ssp. effusus","Juncus effusus effusus","Common fens, wet meadows and fields throughout.","","""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS","Juncus effusus effusus"
"486","ogi","Juncaceae","Juncus effusus ssp. pacificus","Juncus effusus pacificus","Common fens, wet meadows and fields throughout.","","""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""","FL, AS","Juncus effusus pacificus"
"487","ogi","Juncaceae","Juncus ensifolius","Juncus ensifolius","Common fens, wet meadows and fields throughout.","","","","Juncus ensifolius"
"488","ogi","Juncaceae","Juncus gerardii","Juncus gerardi","Bedwell Harbour, N Pender. Winter Cove, Saturna. Salt marshes.","","","","Juncus gerardi"
